policy_id,claim_id,accident_date,accident_year,development_year,claim_amount,claim_status,,,,,,,,,,,,,,
54723,4796,17-10-2020,2020,3,27056,Closed,,,,,,,,,,,,,,
54752,4797,26-03-2022,2022,1,88774,Open,,,,,,,,,,,,,,
54764,4798,26-01-2019,2019,3,74092,Closed,,,,,,,,,,,,,,
54773,4799,17-06-2022,2022,3,58503,Open,,,,,,,,,,,,,,
54783,4800,27-05-2021,2021,3,14541,Closed,,,,,,,,,,,,,,
54787,4801,24-02-2023,2023,0,446619,Closed,,,,,,,,,,,,,,
54799,4802,04-11-2022,2022,2,86504,Closed,,,,,,,,,,,,,,
54805,4803,24-08-2020,2020,0,174088,Closed,,,,,,,,,,,,,,
54809,4804,14-02-2021,2021,4,21704,Closed,,,,,,,,,,,,,,
54836,4805,12-07-2023,2023,0,65510,Open,,,,,,,,,,,,,,
54837,4806,10-04-2024,2024,0,25402,Open,,,,,,,,,,,,,,
54861,4807,16-04-2022,2022,1,78406,Closed,,,,,,,,,,,,,,
54863,4808,07-01-2018,2018,1,45871,Closed,,,,,,,,,,,,,,
54864,4809,12-03-2025,2025,0,28116,Open,,,,,,,,,,,,,,
54877,4810,24-03-2024,2024,1,114356,Open,,,,,,,,,,,,,,
54893,4811,27-02-2020,2020,0,17484,Open,,,,,,,,,,,,,,
54897,4812,04-12-2020,2020,0,289036,Closed,,,,,,,,,,,,,,
54916,4813,16-12-2021,2021,3,100769,Open,,,,,,,,,,,,,,
54930,4814,13-11-2020,2020,4,56155,Closed,,,,,,,,,,,,,,
54938,4815,22-11-2019,2019,5,79559,Closed,,,,,,,,,,,,,,
54942,4816,06-04-2018,2018,6,373175,Closed,,,,,,,,,,,,,,
54959,4817,16-04-2020,2020,1,176226,Closed,,,,,,,,,,,,,,
54960,4818,28-02-2023,2023,2,8775,Open,,,,,,,,,,,,,,
54962,4819,15-08-2022,2022,2,79322,Open,,,,,,,,,,,,,,
54964,4820,26-09-2019,2019,0,451184,Closed,,,,,,,,,,,,,,
54972,4821,22-10-2023,2023,1,94499,Closed,,,,,,,,,,,,,,
54984,4822,22-05-2020,2020,1,79384,Closed,,,,,,,,,,,,,,
55004,4823,06-06-2021,2021,3,151885,Closed,,,,,,,,,,,,,,
55008,4824,10-01-2019,2019,5,21710,Closed,,,,,,,,,,,,,,
55043,4825,29-01-2025,2025,0,270736,Open,,,,,,,,,,,,,,
55154,4826,11-06-2024,2024,0,197238,Open,,,,,,,,,,,,,,
55156,4827,07-11-2024,2024,0,15177,Open,,,,,,,,,,,,,,
55195,4828,12-04-2024,2024,0,16678,Open,,,,,,,,,,,,,,
55197,4829,01-02-2020,2020,4,15110,Closed,,,,,,,,,,,,,,
55229,4830,24-08-2025,2025,0,107235,Open,,,,,,,,,,,,,,
55266,4831,08-04-2024,2024,0,54870,Open,,,,,,,,,,,,,,
55292,4832,23-10-2019,2019,0,289311,Closed,,,,,,,,,,,,,,
55322,4833,09-01-2025,2025,0,50569,Open,,,,,,,,,,,,,,
55325,4834,25-11-2018,2018,4,171660,Closed,,,,,,,,,,,,,,
55347,4835,16-11-2024,2024,0,142540,Closed,,,,,,,,,,,,,,
55358,4836,25-01-2025,2025,0,29886,Open,,,,,,,,,,,,,,
55377,4837,27-01-2020,2020,3,35433,Closed,,,,,,,,,,,,,,
55385,4838,06-03-2020,2020,1,157340,Closed,,,,,,,,,,,,,,
55392,4840,04-11-2020,2020,3,114831,Closed,,,,,,,,,,,,,,
55392,4839,05-09-2020,2020,5,26609,Closed,,,,,,,,,,,,,,
55408,4841,10-12-2021,2021,0,121232,Closed,,,,,,,,,,,,,,
55418,4842,22-05-2023,2023,0,7928,Closed,,,,,,,,,,,,,,
55437,4843,01-03-2023,2023,0,27139,Closed,,,,,,,,,,,,,,
55442,4844,05-11-2022,2022,0,5815,Closed,,,,,,,,,,,,,,
55449,4845,17-11-2021,2021,3,27148,Closed,,,,,,,,,,,,,,
55452,4846,28-01-2019,2019,3,241832,Closed,,,,,,,,,,,,,,
55456,4847,07-02-2024,2024,1,16946,Open,,,,,,,,,,,,,,
55501,4848,23-06-2024,2024,1,64283,Open,,,,,,,,,,,,,,
55513,4849,30-12-2018,2018,2,18826,Closed,,,,,,,,,,,,,,
55517,4850,07-04-2022,2022,3,52776,Closed,,,,,,,,,,,,,,
55517,4851,15-07-2022,2022,0,24102,Open,,,,,,,,,,,,,,
55535,4852,30-08-2022,2022,3,19361,Closed,,,,,,,,,,,,,,
55549,4853,20-09-2019,2019,6,780225,Closed,,,,,,,,,,,,,,
55558,4854,30-07-2024,2024,0,136094,Open,,,,,,,,,,,,,,
55564,4855,25-04-2025,2025,0,68181,Open,,,,,,,,,,,,,,
55568,4856,28-03-2023,2023,0,66583,Open,,,,,,,,,,,,,,
55575,4858,17-02-2019,2019,5,272536,Closed,,,,,,,,,,,,,,
55575,4857,05-06-2018,2018,1,125910,Closed,,,,,,,,,,,,,,
55604,4859,08-08-2023,2023,0,103268,Open,,,,,,,,,,,,,,
55630,4860,03-11-2024,2024,0,28962,Closed,,,,,,,,,,,,,,
55640,4861,23-04-2018,2018,0,47821,Closed,,,,,,,,,,,,,,
55650,4862,28-09-2019,2019,0,46132,Closed,,,,,,,,,,,,,,
55665,4863,26-05-2021,2021,0,141414,Closed,,,,,,,,,,,,,,
55678,4864,15-07-2020,2020,3,33220,Closed,,,,,,,,,,,,,,
55682,4865,15-05-2023,2023,0,47207,Closed,,,,,,,,,,,,,,
55696,4866,31-05-2024,2024,1,47477,Open,,,,,,,,,,,,,,
55707,4867,11-08-2021,2021,0,455878,Closed,,,,,,,,,,,,,,
55717,4868,02-01-2024,2024,0,8769,Open,,,,,,,,,,,,,,
55739,4869,10-06-2020,2020,4,69808,Open,,,,,,,,,,,,,,
55751,4870,24-07-2024,2024,1,49188,Open,,,,,,,,,,,,,,
55765,4871,04-09-2023,2023,0,37464,Closed,,,,,,,,,,,,,,
55766,4872,01-02-2025,2025,0,25982,Open,,,,,,,,,,,,,,
55769,4873,15-08-2024,2024,1,54310,Open,,,,,,,,,,,,,,
55771,4874,29-10-2018,2018,5,912060,Closed,,,,,,,,,,,,,,
55787,4875,29-01-2023,2023,2,40257,Closed,,,,,,,,,,,,,,
55794,4876,01-01-2022,2022,0,43573,Closed,,,,,,,,,,,,,,
55824,4877,11-05-2021,2021,4,244113,Closed,,,,,,,,,,,,,,
55830,4878,20-07-2023,2023,2,220029,Open,,,,,,,,,,,,,,
55831,4879,03-11-2020,2020,4,46011,Closed,,,,,,,,,,,,,,
55833,4880,03-12-2024,2024,1,54571,Open,,,,,,,,,,,,,,
55836,4881,25-02-2022,2022,1,72700,Closed,,,,,,,,,,,,,,
55865,4882,27-06-2024,2024,1,44069,Open,,,,,,,,,,,,,,
55867,4883,04-12-2018,2018,3,106657,Closed,,,,,,,,,,,,,,
55869,4884,12-03-2022,2022,2,54231,Closed,,,,,,,,,,,,,,
55889,4885,09-06-2023,2023,1,57414,Closed,,,,,,,,,,,,,,
55902,4886,14-04-2024,2024,0,67452,Closed,,,,,,,,,,,,,,
55918,4887,17-08-2022,2022,1,90840,Closed,,,,,,,,,,,,,,
55918,4888,28-08-2022,2022,1,72650,Closed,,,,,,,,,,,,,,
55923,4889,09-08-2019,2019,6,304127,Closed,,,,,,,,,,,,,,
55963,4890,26-06-2019,2019,1,54976,Closed,,,,,,,,,,,,,,
55964,4891,12-11-2021,2021,4,25325,Open,,,,,,,,,,,,,,
55971,4892,20-11-2023,2023,1,262286,Closed,,,,,,,,,,,,,,
55975,4893,30-10-2022,2022,3,166308,Open,,,,,,,,,,,,,,
55986,4894,13-02-2020,2020,5,56790,Closed,,,,,,,,,,,,,,
56026,4895,28-04-2022,2022,0,58148,Open,,,,,,,,,,,,,,
56035,4896,11-04-2023,2023,2,61732,Closed,,,,,,,,,,,,,,
56037,4897,22-07-2022,2022,3,63518,Closed,,,,,,,,,,,,,,
56039,4898,31-05-2021,2021,1,8194,Closed,,,,,,,,,,,,,,
56064,4899,05-04-2024,2024,1,492716,Closed,,,,,,,,,,,,,,
56073,4900,24-04-2021,2021,2,192204,Open,,,,,,,,,,,,,,
56082,4901,27-06-2022,2022,3,6637,Closed,,,,,,,,,,,,,,
56086,4902,06-07-2022,2022,3,86399,Closed,,,,,,,,,,,,,,
56091,4903,20-04-2019,2019,6,135487,Closed,,,,,,,,,,,,,,
56102,4904,10-01-2023,2023,0,74832,Open,,,,,,,,,,,,,,
56103,4905,11-10-2022,2022,2,314803,Closed,,,,,,,,,,,,,,
56109,4906,16-02-2021,2021,0,359489,Closed,,,,,,,,,,,,,,
56120,4907,06-04-2018,2018,2,142448,Closed,,,,,,,,,,,,,,
56122,4908,26-02-2024,2024,0,200482,Open,,,,,,,,,,,,,,
56129,4909,21-07-2021,2021,3,18718,Closed,,,,,,,,,,,,,,
56132,4910,17-05-2021,2021,0,63699,Closed,,,,,,,,,,,,,,
56141,4911,10-12-2023,2023,1,617838,Open,,,,,,,,,,,,,,
56145,4912,19-01-2024,2024,0,150852,Open,,,,,,,,,,,,,,
56154,4913,06-05-2023,2023,1,923171,Open,,,,,,,,,,,,,,
56165,4914,21-07-2021,2021,0,115228,Closed,,,,,,,,,,,,,,
56167,4915,24-01-2023,2023,2,23367,Closed,,,,,,,,,,,,,,
56169,4916,12-10-2020,2020,2,126467,Closed,,,,,,,,,,,,,,
56170,4917,25-09-2020,2020,4,26848,Closed,,,,,,,,,,,,,,
56174,4918,09-05-2024,2024,1,43876,Open,,,,,,,,,,,,,,
56181,4919,29-12-2022,2022,1,203567,Closed,,,,,,,,,,,,,,
56185,4920,23-03-2019,2019,3,66908,Closed,,,,,,,,,,,,,,
56187,4921,15-05-2021,2021,4,91648,Open,,,,,,,,,,,,,,
56187,4922,24-02-2021,2021,2,113833,Closed,,,,,,,,,,,,,,
56195,4923,28-06-2025,2025,0,89213,Open,,,,,,,,,,,,,,
56195,4924,06-07-2025,2025,0,31525,Closed,,,,,,,,,,,,,,
56216,4925,13-03-2020,2020,0,126848,Closed,,,,,,,,,,,,,,
56224,4926,25-07-2023,2023,1,23884,Closed,,,,,,,,,,,,,,
56230,4927,26-09-2022,2022,2,12774,Open,,,,,,,,,,,,,,
56238,4928,03-08-2018,2018,4,36905,Closed,,,,,,,,,,,,,,
56249,4929,19-11-2020,2020,1,290635,Open,,,,,,,,,,,,,,
56254,4930,22-01-2022,2022,0,92566,Open,,,,,,,,,,,,,,
56255,4931,24-09-2018,2018,1,29259,Closed,,,,,,,,,,,,,,
56259,4932,25-08-2020,2020,1,74573,Closed,,,,,,,,,,,,,,
56261,4933,24-06-2021,2021,3,116097,Open,,,,,,,,,,,,,,
56283,4934,04-12-2024,2024,0,18669,Open,,,,,,,,,,,,,,
56290,4935,07-08-2019,2019,5,11029,Closed,,,,,,,,,,,,,,
56298,4936,22-05-2023,2023,2,178316,Closed,,,,,,,,,,,,,,
56300,4937,27-07-2023,2023,1,91202,Open,,,,,,,,,,,,,,
56305,4939,21-06-2020,2020,3,136273,Closed,,,,,,,,,,,,,,
56305,4938,14-06-2020,2020,1,171744,Closed,,,,,,,,,,,,,,
56309,4940,10-04-2020,2020,3,95410,Closed,,,,,,,,,,,,,,
56319,4941,11-04-2021,2021,3,57842,Closed,,,,,,,,,,,,,,
56323,4942,05-06-2023,2023,2,58419,Open,,,,,,,,,,,,,,
56344,4943,29-07-2024,2024,1,211616,Open,,,,,,,,,,,,,,
56353,4944,21-08-2024,2024,0,85012,Closed,,,,,,,,,,,,,,
56355,4945,29-09-2021,2021,4,76378,Closed,,,,,,,,,,,,,,
56361,4946,27-03-2021,2021,4,64992,Closed,,,,,,,,,,,,,,
56364,4947,12-12-2023,2023,2,25156,Open,,,,,,,,,,,,,,
56366,4948,21-07-2019,2019,1,73951,Closed,,,,,,,,,,,,,,
56367,4949,19-04-2018,2018,1,170981,Closed,,,,,,,,,,,,,,
56368,4950,10-01-2019,2019,4,19267,Closed,,,,,,,,,,,,,,
56377,4951,10-10-2020,2020,1,17428,Closed,,,,,,,,,,,,,,
56382,4952,16-07-2021,2021,4,30983,Closed,,,,,,,,,,,,,,
56396,4953,26-05-2021,2021,2,25411,Open,,,,,,,,,,,,,,
56412,4954,26-03-2022,2022,0,8633,Open,,,,,,,,,,,,,,
56452,4955,16-11-2021,2021,4,46691,Open,,,,,,,,,,,,,,
56454,4957,23-02-2023,2023,1,27434,Closed,,,,,,,,,,,,,,
56454,4956,27-12-2022,2022,1,64123,Open,,,,,,,,,,,,,,
56459,4958,09-11-2024,2024,1,140270,Open,,,,,,,,,,,,,,
56473,4959,09-11-2020,2020,4,89847,Open,,,,,,,,,,,,,,
56495,4961,27-02-2020,2020,0,34375,Open,,,,,,,,,,,,,,
56495,4960,18-10-2019,2019,6,291813,Closed,,,,,,,,,,,,,,
56510,4962,20-05-2021,2021,2,71784,Open,,,,,,,,,,,,,,
56519,4963,23-09-2023,2023,1,63938,Closed,,,,,,,,,,,,,,
56523,4964,22-07-2019,2019,2,76982,Closed,,,,,,,,,,,,,,
56536,4965,11-09-2021,2021,4,265215,Closed,,,,,,,,,,,,,,
56573,4966,13-12-2022,2022,0,220702,Closed,,,,,,,,,,,,,,
56600,4967,17-06-2018,2018,0,42715,Closed,,,,,,,,,,,,,,
56601,4968,09-12-2022,2022,0,15188,Closed,,,,,,,,,,,,,,
56610,4969,12-12-2022,2022,2,12908,Closed,,,,,,,,,,,,,,
56619,4970,04-11-2021,2021,1,65029,Closed,,,,,,,,,,,,,,
56621,4971,12-04-2022,2022,3,1014570,Closed,,,,,,,,,,,,,,
56632,4972,06-03-2019,2019,3,126487,Closed,,,,,,,,,,,,,,
56646,4973,21-06-2020,2020,0,87586,Open,,,,,,,,,,,,,,
56650,4974,08-08-2022,2022,3,45600,Closed,,,,,,,,,,,,,,
56659,4975,11-07-2022,2022,0,87704,Closed,,,,,,,,,,,,,,
56660,4976,31-10-2024,2024,1,75124,Open,,,,,,,,,,,,,,
56682,4977,10-12-2020,2020,3,49289,Closed,,,,,,,,,,,,,,
56694,4978,07-06-2024,2024,0,49453,Closed,,,,,,,,,,,,,,
56713,4979,05-11-2023,2023,0,37198,Open,,,,,,,,,,,,,,
56747,4980,13-01-2023,2023,1,55472,Open,,,,,,,,,,,,,,
56750,4981,11-07-2023,2023,0,150459,Closed,,,,,,,,,,,,,,
56760,4982,27-06-2024,2024,0,28979,Open,,,,,,,,,,,,,,
56774,4983,02-03-2019,2019,5,24929,Closed,,,,,,,,,,,,,,
56785,4984,22-04-2021,2021,3,241057,Closed,,,,,,,,,,,,,,
56800,4985,06-01-2023,2023,2,33482,Open,,,,,,,,,,,,,,
56814,4986,02-12-2018,2018,1,81801,Open,,,,,,,,,,,,,,
56814,4987,05-05-2018,2018,6,48232,Closed,,,,,,,,,,,,,,
56819,4988,05-02-2025,2025,0,154545,Closed,,,,,,,,,,,,,,
56820,4989,01-08-2024,2024,1,141502,Closed,,,,,,,,,,,,,,
56833,4990,02-02-2019,2019,6,179103,Closed,,,,,,,,,,,,,,
56838,4991,18-11-2023,2023,0,62328,Closed,,,,,,,,,,,,,,
56848,4992,22-03-2020,2020,3,28142,Closed,,,,,,,,,,,,,,
56874,4993,15-03-2022,2022,0,44871,Closed,,,,,,,,,,,,,,
56874,4994,24-01-2022,2022,2,39300,Closed,,,,,,,,,,,,,,
56882,4995,30-10-2018,2018,3,359557,Closed,,,,,,,,,,,,,,
56918,4996,03-02-2021,2021,3,85836,Open,,,,,,,,,,,,,,
56919,4997,01-09-2019,2019,5,46180,Closed,,,,,,,,,,,,,,
56928,4998,22-06-2024,2024,1,261754,Open,,,,,,,,,,,,,,
56938,4999,16-06-2021,2021,1,138714,Closed,,,,,,,,,,,,,,
56949,5000,05-12-2019,2019,6,86603,Closed,,,,,,,,,,,,,,
56952,5001,22-07-2020,2020,3,12222,Closed,,,,,,,,,,,,,,
56964,5002,09-04-2025,2025,0,93548,Closed,,,,,,,,,,,,,,
56976,5003,11-07-2019,2019,6,30749,Closed,,,,,,,,,,,,,,
57005,5004,28-01-2019,2019,2,6719,Closed,,,,,,,,,,,,,,
57018,5005,17-07-2024,2024,0,71721,Closed,,,,,,,,,,,,,,
57022,5006,26-09-2024,2024,1,290232,Closed,,,,,,,,,,,,,,
57033,5007,03-03-2024,2024,0,128395,Open,,,,,,,,,,,,,,
57034,5008,18-10-2020,2020,0,144821,Closed,,,,,,,,,,,,,,
57046,5009,10-06-2022,2022,0,51683,Open,,,,,,,,,,,,,,
57052,5010,10-09-2018,2018,6,40498,Closed,,,,,,,,,,,,,,
57055,5011,28-07-2024,2024,1,85295,Open,,,,,,,,,,,,,,
57055,5012,23-11-2024,2024,1,32748,Open,,,,,,,,,,,,,,
57067,5013,11-11-2020,2020,2,32502,Closed,,,,,,,,,,,,,,
57073,5014,28-10-2023,2023,1,292039,Open,,,,,,,,,,,,,,
57077,5015,15-04-2024,2024,0,118265,Open,,,,,,,,,,,,,,
57085,5016,16-11-2021,2021,3,96647,Open,,,,,,,,,,,,,,
57086,5017,08-07-2018,2018,1,75973,Closed,,,,,,,,,,,,,,
57111,5018,10-02-2024,2024,1,11842,Open,,,,,,,,,,,,,,
57114,5019,06-09-2019,2019,5,178807,Closed,,,,,,,,,,,,,,
57139,5020,30-04-2018,2018,4,68097,Closed,,,,,,,,,,,,,,
57144,5021,02-03-2022,2022,0,199009,Closed,,,,,,,,,,,,,,
57154,5022,22-05-2019,2019,3,45815,Closed,,,,,,,,,,,,,,
57177,5023,23-05-2019,2019,4,208260,Closed,,,,,,,,,,,,,,
57180,5024,19-01-2024,2024,1,101208,Open,,,,,,,,,,,,,,
57187,5025,17-11-2020,2020,0,28928,Closed,,,,,,,,,,,,,,
57212,5026,26-04-2020,2020,3,197891,Open,,,,,,,,,,,,,,
57223,5027,22-07-2024,2024,1,25929,Closed,,,,,,,,,,,,,,
57224,5028,02-06-2021,2021,0,442451,Open,,,,,,,,,,,,,,
57225,5029,14-02-2019,2019,1,76829,Closed,,,,,,,,,,,,,,
57228,5030,19-10-2023,2023,1,147829,Closed,,,,,,,,,,,,,,
57237,5031,27-02-2024,2024,0,390117,Open,,,,,,,,,,,,,,
57240,5032,27-11-2020,2020,4,383400,Closed,,,,,,,,,,,,,,
57258,5033,27-09-2023,2023,2,50515,Open,,,,,,,,,,,,,,
57260,5034,13-08-2018,2018,7,51939,Closed,,,,,,,,,,,,,,
57279,5035,23-01-2025,2025,0,14601,Open,,,,,,,,,,,,,,
57283,5036,13-09-2019,2019,4,104012,Closed,,,,,,,,,,,,,,
57295,5037,13-08-2019,2019,6,13405,Closed,,,,,,,,,,,,,,
57298,5038,22-02-2023,2023,0,23118,Closed,,,,,,,,,,,,,,
57309,5039,10-03-2019,2019,1,40694,Closed,,,,,,,,,,,,,,
57316,5040,07-02-2021,2021,0,211278,Closed,,,,,,,,,,,,,,
57319,5041,20-09-2024,2024,1,21851,Open,,,,,,,,,,,,,,
57322,5042,21-05-2021,2021,0,359667,Closed,,,,,,,,,,,,,,
57325,5043,17-09-2022,2022,3,4814,Closed,,,,,,,,,,,,,,
57333,5044,15-03-2020,2020,5,109607,Open,,,,,,,,,,,,,,
57333,5045,11-09-2020,2020,0,112229,Closed,,,,,,,,,,,,,,
57338,5046,20-02-2022,2022,0,22386,Closed,,,,,,,,,,,,,,
57340,5047,27-03-2025,2025,0,9314,Open,,,,,,,,,,,,,,
57382,5048,14-12-2022,2022,1,61740,Open,,,,,,,,,,,,,,
57399,5049,19-01-2019,2019,6,73534,Closed,,,,,,,,,,,,,,
57405,5050,30-11-2020,2020,1,404029,Closed,,,,,,,,,,,,,,
57411,5051,31-12-2022,2022,3,37620,Closed,,,,,,,,,,,,,,
57420,5052,13-10-2025,2025,0,56766,Closed,,,,,,,,,,,,,,
57421,5053,05-04-2025,2025,0,72972,Open,,,,,,,,,,,,,,
57434,5054,29-12-2019,2019,4,138956,Open,,,,,,,,,,,,,,
57448,5055,13-08-2024,2024,0,48453,Closed,,,,,,,,,,,,,,
57448,5056,30-04-2024,2024,1,85572,Closed,,,,,,,,,,,,,,
57471,5057,07-08-2020,2020,1,255031,Closed,,,,,,,,,,,,,,
57471,5058,15-03-2020,2020,1,33186,Closed,,,,,,,,,,,,,,
57472,5059,18-11-2024,2024,0,105377,Open,,,,,,,,,,,,,,
57480,5060,10-04-2024,2024,1,149492,Closed,,,,,,,,,,,,,,
57484,5061,14-04-2021,2021,4,166748,Open,,,,,,,,,,,,,,
57484,5062,06-10-2021,2021,4,155146,Closed,,,,,,,,,,,,,,
57488,5063,30-09-2020,2020,5,46864,Closed,,,,,,,,,,,,,,
57489,5064,09-09-2024,2024,1,76888,Closed,,,,,,,,,,,,,,
57493,5065,01-03-2020,2020,5,115081,Closed,,,,,,,,,,,,,,
57500,5066,27-02-2021,2021,1,70307,Closed,,,,,,,,,,,,,,
57536,5067,01-05-2022,2022,1,259162,Open,,,,,,,,,,,,,,
57536,5068,28-07-2021,2021,0,20669,Closed,,,,,,,,,,,,,,
57569,5069,23-10-2021,2021,3,98075,Open,,,,,,,,,,,,,,
57603,5070,01-03-2020,2020,2,83198,Closed,,,,,,,,,,,,,,
57604,5071,21-03-2022,2022,1,103736,Open,,,,,,,,,,,,,,
57605,5072,29-04-2024,2024,0,34760,Closed,,,,,,,,,,,,,,
57638,5073,05-02-2020,2020,2,149379,Closed,,,,,,,,,,,,,,
57678,5074,24-02-2022,2022,1,54090,Closed,,,,,,,,,,,,,,
57685,5075,30-08-2024,2024,1,10409,Closed,,,,,,,,,,,,,,
57687,5076,18-01-2024,2024,0,93009,Closed,,,,,,,,,,,,,,
57711,5077,27-03-2020,2020,0,307633,Closed,,,,,,,,,,,,,,
57714,5078,14-01-2025,2025,0,103491,Open,,,,,,,,,,,,,,
57718,5079,26-07-2023,2023,2,113006,Open,,,,,,,,,,,,,,
57721,5080,07-10-2022,2022,0,91561,Open,,,,,,,,,,,,,,
57724,5081,04-01-2022,2022,0,55237,Closed,,,,,,,,,,,,,,
57741,5082,09-07-2024,2024,0,93652,Open,,,,,,,,,,,,,,
57749,5083,05-07-2021,2021,3,63415,Closed,,,,,,,,,,,,,,
57755,5084,01-07-2020,2020,4,481499,Closed,,,,,,,,,,,,,,
57783,5085,12-02-2025,2025,0,82848,Closed,,,,,,,,,,,,,,
57792,5086,09-10-2024,2024,0,340744,Closed,,,,,,,,,,,,,,
57797,5087,06-04-2024,2024,0,55856,Closed,,,,,,,,,,,,,,
57797,5088,05-05-2024,2024,1,39864,Open,,,,,,,,,,,,,,
57800,5089,15-05-2022,2022,2,17361,Open,,,,,,,,,,,,,,
57803,5090,06-05-2025,2025,0,90510,Open,,,,,,,,,,,,,,
57820,5091,09-05-2025,2025,0,36152,Open,,,,,,,,,,,,,,
57821,5092,05-05-2025,2025,0,461483,Open,,,,,,,,,,,,,,
57829,5093,06-11-2019,2019,2,15031,Closed,,,,,,,,,,,,,,
57835,5094,30-11-2021,2021,1,48138,Open,,,,,,,,,,,,,,
57842,5095,10-11-2023,2023,0,15601,Open,,,,,,,,,,,,,,
57850,5096,05-04-2023,2023,2,197130,Closed,,,,,,,,,,,,,,
57855,5097,01-09-2022,2022,0,125353,Closed,,,,,,,,,,,,,,
57866,5098,02-09-2024,2024,0,91370,Open,,,,,,,,,,,,,,
57880,5099,16-01-2021,2021,4,58652,Closed,,,,,,,,,,,,,,
57891,5100,08-10-2022,2022,1,643310,Open,,,,,,,,,,,,,,
57919,5101,03-12-2018,2018,0,69065,Closed,,,,,,,,,,,,,,
57919,5102,25-10-2018,2018,0,125722,Closed,,,,,,,,,,,,,,
57927,5103,29-12-2022,2022,1,53158,Open,,,,,,,,,,,,,,
57930,5104,09-12-2024,2024,0,27081,Open,,,,,,,,,,,,,,
57941,5105,08-06-2021,2021,4,206158,Closed,,,,,,,,,,,,,,
57945,5106,18-11-2021,2021,4,96270,Open,,,,,,,,,,,,,,
57951,5107,24-09-2021,2021,1,8700,Closed,,,,,,,,,,,,,,
57953,5108,24-11-2020,2020,3,16329,Closed,,,,,,,,,,,,,,
57954,5109,02-02-2025,2025,0,68252,Open,,,,,,,,,,,,,,
57958,5110,14-02-2023,2023,2,253529,Open,,,,,,,,,,,,,,
57966,5111,22-07-2024,2024,1,256357,Open,,,,,,,,,,,,,,
57973,5112,21-09-2024,2024,0,185912,Open,,,,,,,,,,,,,,
57976,5113,15-09-2022,2022,0,59184,Open,,,,,,,,,,,,,,
57996,5114,29-10-2024,2024,0,58049,Closed,,,,,,,,,,,,,,
58001,5115,15-04-2024,2024,1,504964,Open,,,,,,,,,,,,,,
58024,5116,23-04-2024,2024,0,174949,Open,,,,,,,,,,,,,,
58038,5117,27-10-2024,2024,1,49464,Closed,,,,,,,,,,,,,,
58049,5118,08-01-2025,2025,0,42573,Open,,,,,,,,,,,,,,
58055,5119,14-11-2018,2018,3,213248,Closed,,,,,,,,,,,,,,
58056,5120,20-04-2020,2020,0,60524,Closed,,,,,,,,,,,,,,
58068,5121,17-04-2022,2022,3,188832,Closed,,,,,,,,,,,,,,
58082,5122,13-03-2021,2021,1,423090,Open,,,,,,,,,,,,,,
58084,5123,24-05-2024,2024,0,180610,Closed,,,,,,,,,,,,,,
58089,5124,27-11-2018,2018,6,578811,Closed,,,,,,,,,,,,,,
58106,5125,20-03-2021,2021,0,17809,Closed,,,,,,,,,,,,,,
58106,5126,01-10-2021,2021,0,121500,Open,,,,,,,,,,,,,,
58133,5127,19-06-2023,2023,0,782185,Closed,,,,,,,,,,,,,,
58134,5128,21-07-2025,2025,0,16126,Open,,,,,,,,,,,,,,
58148,5129,08-08-2021,2021,3,21581,Closed,,,,,,,,,,,,,,
58152,5130,08-09-2019,2019,6,41249,Closed,,,,,,,,,,,,,,
58170,5131,23-05-2020,2020,5,145597,Closed,,,,,,,,,,,,,,
58204,5132,10-05-2025,2025,0,16742,Open,,,,,,,,,,,,,,
58211,5133,21-05-2021,2021,1,123875,Closed,,,,,,,,,,,,,,
58215,5135,07-05-2021,2021,4,455022,Closed,,,,,,,,,,,,,,
58215,5134,14-06-2021,2021,4,163325,Closed,,,,,,,,,,,,,,
58235,5136,07-02-2020,2020,1,32332,Closed,,,,,,,,,,,,,,
58246,5137,17-08-2023,2023,1,19075,Open,,,,,,,,,,,,,,
58256,5138,23-04-2020,2020,2,34870,Open,,,,,,,,,,,,,,
58272,5139,29-10-2024,2024,1,111690,Open,,,,,,,,,,,,,,
58281,5140,06-11-2019,2019,1,34958,Closed,,,,,,,,,,,,,,
58294,5141,15-11-2024,2024,0,114307,Open,,,,,,,,,,,,,,
58310,5142,07-04-2019,2019,2,19559,Closed,,,,,,,,,,,,,,
58310,5143,28-10-2019,2019,6,11617,Closed,,,,,,,,,,,,,,
58334,5144,16-05-2024,2024,0,52593,Open,,,,,,,,,,,,,,
58341,5145,09-11-2021,2021,1,236119,Closed,,,,,,,,,,,,,,
58344,5146,22-01-2022,2022,3,427325,Closed,,,,,,,,,,,,,,
58347,5147,18-07-2024,2024,1,24274,Closed,,,,,,,,,,,,,,
58355,5148,03-06-2021,2021,2,66800,Closed,,,,,,,,,,,,,,
58381,5149,19-08-2022,2022,3,919730,Open,,,,,,,,,,,,,,
58400,5150,05-10-2022,2022,0,36708,Open,,,,,,,,,,,,,,
58401,5151,06-02-2023,2023,2,109756,Closed,,,,,,,,,,,,,,
58416,5152,08-04-2025,2025,0,231279,Open,,,,,,,,,,,,,,
58424,5153,28-10-2019,2019,0,184547,Closed,,,,,,,,,,,,,,
58438,5154,13-07-2019,2019,0,18825,Closed,,,,,,,,,,,,,,
58439,5155,04-08-2023,2023,0,59618,Open,,,,,,,,,,,,,,
58447,5156,15-10-2020,2020,1,77155,Closed,,,,,,,,,,,,,,
