policy_id,claim_id,exposure,claim_count,vehicle_age,region,channel,sum_insured,policy_year,predicted_frequency
50678,4469.0,0.8350444900752909,1,14,East,Agent,550500,2021,1.1688170179853716
50699,4470.0,0.8733744010951403,1,0,East,Agent,439200,2022,1.1540495117969742
50717,4471.0,1.0,1,7,South,Online,1424600,2019,1.161682782328683
50743,4472.0,0.917180013689254,1,15,West,Direct,720800,2024,1.1692180385395547
50748,4473.0,1.0,1,3,North,Online,1409700,2024,1.1563197816807544
50751,4474.0,1.0,1,15,North,Agent,691800,2024,1.1695483983391775
50764,4475.0,0.8487337440109514,1,7,Central,Online,2151300,2020,1.1579484860374765
50769,4476.0,0.837782340862423,1,10,West,Agent,564500,2021,1.1601502166200997
50773,4477.0,0.8432580424366872,1,4,West,Agent,659400,2021,1.1537280938866366
50774,4478.0,1.0,1,8,West,Direct,1612800,2018,1.1610236528655054
50781,4479.0,1.0,2,15,North,Agent,593100,2022,1.1696306934943608
50781,4480.0,1.0,2,15,North,Agent,593100,2022,1.1696306934943608
50784,4481.0,1.0,1,3,West,Agent,1599600,2021,1.1519018651069373
50805,4482.0,0.9281314168377824,1,11,South,Online,394000,2023,1.1667940758354123
50809,4483.0,1.0,1,5,South,Bancassurance,1172400,2018,1.1698716830779012
50817,4484.0,0.8323066392881588,1,13,South,Agent,1419200,2019,1.1679542364448503
50821,4485.0,0.8898015058179329,1,4,East,Agent,739200,2018,1.1580282231700043
50843,4486.0,1.0,1,7,Central,Online,1923700,2022,1.1581363832635767
50873,4487.0,0.922655715263518,1,4,North,Bancassurance,932400,2020,1.1678552347676074
50877,4488.0,1.0,1,14,West,Broker,826300,2018,1.1668372219419263
50880,4489.0,0.9390828199863108,1,6,West,Agent,148300,2022,1.156259992912702
50890,4490.0,0.9500342231348392,1,0,South,Agent,598600,2020,1.1548358048410683
50891,4491.0,0.9637234770704995,1,13,South,Online,1351100,2022,1.1681313630995747
50896,4492.0,0.8487337440109514,1,14,South,Direct,576400,2019,1.173623643864916
50924,4493.0,1.0,1,7,South,Online,131800,2021,1.16275391354994
50951,4494.0,0.9390828199863108,1,9,North,Agent,1112700,2023,1.1628039808377035
50954,4495.0,1.0,1,14,South,Bancassurance,538500,2019,1.180066689329249
50963,4496.0,0.999315537303217,1,4,East,Broker,1307400,2023,1.160199693209152
50985,4499.0,1.0,1,12,North,Agent,1184100,2018,1.1659370203164774
50988,4500.0,1.0,1,15,South,Direct,675300,2024,1.1746138741592822
51004,4501.0,1.0,1,5,West,Agent,573500,2023,1.154853670743954
51026,4502.0,0.8432580424366872,1,11,South,Direct,297100,2022,1.170643437784657
51033,4503.0,0.8678986995208761,1,5,North,Online,623400,2023,1.1590847442797083
51040,4504.0,1.0,1,1,West,Online,932700,2020,1.1504637502496546
51041,4505.0,0.9281314168377824,1,10,North,Agent,551000,2020,1.1643332799408403
51072,4506.0,1.0,1,9,Central,Online,1505000,2024,1.1606015037061383
51087,4507.0,1.0,1,6,Central,Broker,685900,2023,1.1606219617104616
51094,4508.0,1.0,1,9,East,Agent,831300,2018,1.163255485849655
51106,4509.0,0.8733744010951403,1,10,South,Online,500800,2022,1.1656394937712027
51132,4510.0,1.0,1,5,North,Agent,770300,2023,1.1588438884867738
51137,4511.0,0.9062286105407256,1,10,West,Direct,969900,2022,1.163680895589467
51145,4512.0,0.8898015058179329,1,3,Central,Online,335700,2020,1.1552175395946407
51151,4513.0,0.9555099247091032,1,11,West,Agent,1590400,2023,1.1603619993725178
51155,4514.0,0.9582477754962354,1,0,West,Broker,173900,2018,1.1525392310300955
51157,4515.0,0.9062286105407256,1,7,East,Agent,864500,2019,1.1611037788091008
51164,4516.0,0.892539356605065,1,4,West,Online,923400,2022,1.1536299072660097
51174,4517.0,0.9117043121149896,1,7,West,Agent,170400,2019,1.1572989333326835
51175,4518.0,1.0,1,11,South,Agent,415900,2024,1.166655575828523
51178,4519.0,0.8268309377138946,1,12,West,Online,787400,2018,1.1622077857813278
51180,4520.0,0.9856262833675564,1,5,South,Agent,962500,2022,1.159823903263548
51195,4521.0,1.0,1,13,Central,Direct,1765800,2018,1.1683968748638134
51211,4522.0,0.9418206707734428,1,10,East,Broker,1019900,2021,1.166818036092875
51213,4523.0,1.0,1,7,West,Bancassurance,547000,2024,1.1671861232883474
51253,4524.0,1.0,1,10,East,Agent,605100,2019,1.1645068242903518
51272,4525.0,0.9609856262833676,1,0,West,Broker,748000,2020,1.1520676264293805
51288,4526.0,0.8980150581793293,1,13,South,Agent,736800,2024,1.1685225579947964
51317,4527.0,0.9911019849418208,1,8,East,Broker,520200,2023,1.1651022776568867
51327,4528.0,0.9965776865160848,1,15,East,Direct,335800,2021,1.1739648326256766
51329,4529.0,0.944558521560575,1,7,East,Broker,383200,2021,1.164151685190386
51330,4530.0,0.9034907597535934,1,9,South,Agent,572800,2020,1.1643948931793366
51340,4531.0,0.8952772073921971,1,15,East,Direct,1210000,2023,1.173233433888058
51353,4532.0,1.0,1,14,Central,Broker,588200,2020,1.1692199054983394
51374,4533.0,1.0,1,4,North,Direct,764300,2021,1.161649444953855
51430,4534.0,1.0,1,2,Central,Bancassurance,860100,2021,1.1637800477797933
51447,4535.0,1.0,1,5,West,Agent,377300,2018,1.1550152107046887
51456,4536.0,1.0,1,5,South,Online,496900,2020,1.1603285578535252
51462,4537.0,0.999315537303217,1,11,South,Direct,1655100,2024,1.169510677958125
51487,4538.0,0.8815879534565366,1,2,South,Bancassurance,1974500,2020,1.1660017623408288
51498,4539.0,0.9281314168377824,1,15,Central,Direct,512800,2018,1.1715804436328654
51508,4540.0,0.9527720739219712,1,11,Central,Agent,529600,2020,1.16341359800747
51524,4541.0,0.9390828199863108,1,4,South,Agent,578100,2020,1.1590820259775472
51535,4542.0,0.9637234770704995,1,15,Central,Broker,1957800,2021,1.1691468433657974
51546,4543.0,1.0,1,8,North,Agent,1035500,2024,1.1618057336066208
51561,4544.0,0.8843258042436687,1,9,South,Online,689700,2021,1.1644179006712523
51575,4545.0,0.8815879534565366,2,8,North,Agent,1268400,2019,1.1616128521002334
51575,4546.0,0.8815879534565366,2,8,North,Agent,1268400,2019,1.1616128521002334
51581,4547.0,0.9856262833675564,1,5,East,Agent,750400,2020,1.1590777590103176
51626,4549.0,0.8487337440109514,1,3,South,Bancassurance,1074400,2023,1.1678169603244641
51648,4550.0,1.0,1,12,East,Direct,701700,2021,1.1704452808811352
51657,4551.0,1.0,1,0,East,Broker,309400,2022,1.15678899445517
51664,4552.0,0.9883641341546886,1,0,East,Bancassurance,732100,2019,1.1639783922714628
51669,4553.0,1.0,1,10,West,Agent,986600,2018,1.1598011664328332
51700,4554.0,0.9555099247091032,1,2,North,Direct,394700,2019,1.1598337103714857
51738,4555.0,0.8323066392881588,1,10,Unknown,Agent,979400,2019,1.1871367073137937
51746,4556.0,0.9582477754962354,1,11,North,Agent,926700,2022,1.1650857443474534
51750,4557.0,0.892539356605065,1,0,North,Agent,2702600,2023,1.1519727477768122
51768,4558.0,0.8761122518822724,1,8,West,Agent,393900,2022,1.1581725090827935
51785,4559.0,0.9828884325804244,1,15,North,Agent,315700,2018,1.1698620180808046
51794,4560.0,0.892539356605065,1,8,West,Direct,803100,2021,1.1616940222848142
51805,4561.0,0.8733744010951403,1,12,West,Direct,1529800,2024,1.1653445477604543
51828,4562.0,0.9034907597535934,1,6,South,Online,1366800,2021,1.1606694453399833
51829,4563.0,0.8514715947980835,1,0,East,Broker,1252600,2021,1.1560114314726522
51835,4564.0,0.8761122518822724,1,0,North,Agent,1178900,2023,1.1532247387706178
51842,4565.0,0.8952772073921971,1,4,North,Online,544200,2024,1.15809134113582
51843,4566.0,0.8350444900752909,2,3,South,Agent,434800,2019,1.1581415468146636
51843,4567.0,0.8350444900752909,2,3,South,Agent,434800,2019,1.1581415468146636
51849,4568.0,1.0,1,9,West,Online,721600,2020,1.1590801400066428
51850,4569.0,1.0,1,5,East,Agent,365800,2024,1.1593955964319502
51887,4570.0,1.0,1,14,North,Online,462800,2023,1.1687913158744183
51894,4571.0,0.944558521560575,1,9,South,Online,620700,2022,1.1644751792566397
51899,4572.0,0.9308692676249144,1,6,South,Agent,970300,2021,1.1608778803215813
51919,4573.0,0.8487337440109514,1,2,West,Agent,1029700,2019,1.1513172969093588
51949,4574.0,1.0,1,3,North,Direct,530200,2024,1.1607820182466624
51956,4575.0,0.9308692676249144,1,4,South,Bancassurance,554300,2023,1.169318174244031
51991,4577.0,1.0,1,12,North,Agent,461700,2019,1.1665376244291066
52001,4578.0,1.0,1,4,North,Broker,669300,2022,1.1605098438869128
52039,4579.0,1.0,1,9,North,Broker,878300,2020,1.1656511624550994
52043,4580.0,0.8268309377138946,1,6,Central,Broker,2581300,2023,1.1590547707460221
52045,4581.0,0.8898015058179329,1,4,East,Direct,924600,2023,1.1617346320492217
52047,4582.0,1.0,1,7,South,Agent,176000,2020,1.1625974105905792
52084,4584.0,0.9664613278576316,1,0,North,Broker,405100,2019,1.1564930904045057
52097,4585.0,0.8432580424366872,1,2,West,Agent,251500,2022,1.1519561932003815
52109,4586.0,0.8761122518822724,1,13,South,Agent,899300,2022,1.1683871984300775
52111,4587.0,1.0,1,15,West,Direct,2429000,2024,1.1677950760366798
52125,4588.0,0.9582477754962354,1,9,North,Online,568500,2023,1.1633751180167893
52131,4589.0,0.999315537303217,1,9,West,Broker,446500,2018,1.1618321303446413
52134,4590.0,0.9336071184120466,1,12,East,Online,840500,2020,1.1665617246054596
52161,4591.0,1.0,1,5,West,Bancassurance,477800,2023,1.165112195864787
52221,4592.0,0.9418206707734428,1,10,North,Agent,1633200,2021,1.1634353530821213
52257,4594.0,0.8624229979466119,2,6,West,Agent,816500,2019,1.1557093346329064
52257,4593.0,0.8624229979466119,2,6,West,Agent,816500,2019,1.1557093346329064
52292,4595.0,0.8815879534565366,1,13,North,Broker,275600,2021,1.1704228287073368
52293,4596.0,1.0,1,9,North,Online,610500,2023,1.1633402853923007
52298,4597.0,0.8788501026694046,1,5,North,Agent,574900,2024,1.1590053255992807
52310,4598.0,1.0,1,7,East,Broker,914500,2023,1.1637108352551462
52319,4599.0,1.0,1,0,North,Agent,548200,2020,1.1537433692748509
52339,4600.0,1.0,1,1,West,Online,348300,2020,1.1509431493937508
52340,4601.0,1.0,1,9,East,Online,927600,2023,1.1632955543626673
52357,4602.0,1.0,1,15,South,Broker,924700,2018,1.173173481878011
52359,4603.0,0.999315537303217,1,12,Central,Broker,729400,2020,1.1669673149224742
52362,4604.0,0.9034907597535934,1,10,East,Broker,776600,2020,1.1670204342457635
52385,4605.0,0.8898015058179329,2,10,South,Broker,1987000,2018,1.1669409075166641
52385,4606.0,0.8898015058179329,2,10,South,Broker,1987000,2018,1.1669409075166641
52400,4607.0,0.8295687885010267,1,6,North,Online,511500,2018,1.1602370520960208
52407,4608.0,1.0,1,14,Central,Broker,1122400,2021,1.1687747199790062
52452,4609.0,0.8870636550308009,1,0,South,Online,1145400,2020,1.1545047456219169
52464,4610.0,0.865160848733744,1,9,East,Direct,725700,2020,1.1672207418187908
52467,4611.0,0.8815879534565366,1,12,East,Agent,906700,2018,1.1663864158218025
52468,4612.0,0.8596851471594799,1,1,North,Online,653800,2024,1.1548303627917402
52469,4613.0,0.9965776865160848,1,4,South,Agent,483300,2020,1.1591603618747977
52482,4614.0,1.0,1,13,South,Agent,1232300,2018,1.1681098644314152
52498,4615.0,0.9609856262833676,1,15,West,Agent,456500,2022,1.165553311757559
52499,4616.0,0.8459958932238193,1,5,West,Bancassurance,1406600,2023,1.16434099089316
52517,4617.0,0.9089664613278576,1,8,East,Online,347200,2021,1.1627139073899018
52519,4618.0,0.999315537303217,1,10,North,Broker,635800,2018,1.1669186376510827
52523,4619.0,1.0,1,0,North,Broker,793800,2023,1.156172669345911
52556,4621.0,0.8514715947980835,2,10,West,Agent,641100,2021,1.1600868654303422
52556,4620.0,0.8514715947980835,2,10,West,Agent,641100,2021,1.1600868654303422
52584,4622.0,0.971937029431896,1,11,South,Broker,1620100,2019,1.1683133909330938
52587,4623.0,1.0,1,9,East,Online,539900,2024,1.1636171199202687
52601,4624.0,1.0,1,0,North,Online,711700,2019,1.1537278379498754
52617,4625.0,0.9034907597535934,1,15,South,Bancassurance,1074700,2018,1.1806942198962926
52622,4626.0,0.9527720739219712,1,0,West,Agent,696700,2023,1.1494877195126931
52627,4627.0,1.0,1,12,South,Agent,904400,2024,1.1673156685186001
52661,4628.0,0.8952772073921971,1,14,South,Bancassurance,1579200,2020,1.1791915148372236
52678,4629.0,0.8870636550308009,1,7,West,Agent,1008400,2019,1.156607765541349
52679,4630.0,1.0,1,6,South,Agent,791900,2022,1.161025530046246
52685,4631.0,0.9308692676249144,1,5,North,Agent,1952300,2024,1.1578678137196723
52689,4632.0,0.8761122518822724,2,12,East,Broker,337200,2022,1.1695217229411632
52689,4633.0,0.8761122518822724,2,12,East,Broker,337200,2022,1.1695217229411632
52710,4634.0,0.840520191649555,1,8,South,Agent,724400,2019,1.163205534654369
52718,4635.0,0.922655715263518,1,13,North,Bancassurance,875100,2022,1.1775485335459848
52733,4636.0,1.0,1,6,West,Agent,910100,2020,1.1556322205641014
52738,4637.0,0.9363449691991786,1,12,West,Agent,649600,2020,1.162202137989788
52773,4638.0,0.9034907597535934,1,9,West,Broker,999000,2020,1.1613746064529173
52777,4639.0,0.947296372347707,1,14,West,Online,1538200,2018,1.1637109505035248
52808,4640.0,0.9774127310061602,2,14,East,Agent,384500,2022,1.168955344027254
52808,4641.0,0.9774127310061602,2,14,East,Agent,384500,2022,1.168955344027254
52831,4642.0,0.9007529089664612,1,15,North,Agent,1668900,2021,1.1687340136478002
52838,4643.0,0.865160848733744,1,3,South,Broker,821100,2022,1.1604637027540585
52847,4644.0,0.8624229979466119,1,9,South,Online,1907100,2021,1.163407770446809
52863,4645.0,0.8240930869267625,1,15,South,Bancassurance,386100,2018,1.181273961803767
52899,4647.0,1.0,2,4,North,Direct,913300,2021,1.1615260600774133
52899,4646.0,1.0,2,4,North,Direct,913300,2021,1.1615260600774133
52903,4648.0,1.0,1,4,East,Broker,2082700,2020,1.159558622173126
52915,4649.0,1.0,1,2,West,Agent,1191400,2024,1.1511845869072177
52919,4650.0,0.914442162902122,1,14,North,Agent,528900,2023,1.168615755341482
52931,4651.0,0.9938398357289528,1,7,South,Agent,332400,2020,1.1624677925274929
52944,4652.0,0.8761122518822724,1,14,Central,Direct,953000,2023,1.1701429748408887
52955,4653.0,1.0,1,4,West,Broker,421600,2022,1.1565558560511515
52966,4654.0,0.9089664613278576,1,0,Central,Agent,858600,2021,1.1515065686842016
52970,4655.0,0.9883641341546886,1,7,West,Agent,439700,2019,1.1570767743608346
52980,4656.0,0.914442162902122,1,1,West,Broker,1016500,2024,1.1529002675923004
52989,4657.0,0.8295687885010267,1,0,West,Online,608200,2020,1.1496787652680824
52994,4658.0,0.9856262833675564,1,11,West,Agent,530800,2023,1.161238844967557
53038,4659.0,0.9582477754962354,1,3,North,Bancassurance,951000,2024,1.1667729635975406
53046,4660.0,1.0,1,1,East,Broker,882200,2018,1.1573739481031047
53047,4661.0,0.919917864476386,1,1,South,Online,436500,2024,1.1561444464662325
53077,4662.0,0.865160848733744,1,8,North,Online,871900,2021,1.162061039589217
53095,4663.0,0.8295687885010267,1,0,East,Broker,671600,2019,1.156490339197901
53118,4664.0,1.0,1,8,Central,Broker,850700,2018,1.1626086590713074
53120,4665.0,0.969199178644764,1,10,Central,Bancassurance,1520400,2022,1.1717680250718157
53121,4666.0,0.969199178644764,1,6,West,Online,535700,2021,1.1560598867713192
53123,4667.0,0.9281314168377824,1,3,North,Direct,291900,2018,1.1609792311116605
53133,4668.0,0.837782340862423,1,14,West,Direct,717300,2021,1.168152908434555
53142,4669.0,1.0,1,13,West,Broker,768500,2022,1.1658193887306814
53170,4670.0,0.9801505817932924,1,12,Central,Agent,690900,2020,1.1643434173742457
53197,4671.0,1.0,1,7,West,Online,324000,2019,1.1572915218493711
53200,4672.0,0.8459958932238193,1,10,West,Online,1639100,2018,1.1593813180175518
53201,4673.0,1.0,1,2,East,Broker,879600,2018,1.1584342874785662
53206,4674.0,0.9609856262833676,1,8,Central,Online,742200,2019,1.1601720528265318
53208,4675.0,1.0,1,1,North,Online,552800,2019,1.1549135159676287
53228,4676.0,0.8350444900752909,1,5,West,Broker,317100,2019,1.1576995424213659
53241,4677.0,0.8459958932238193,1,11,West,Bancassurance,1566800,2020,1.1706092845061338
53252,4678.0,0.8898015058179329,1,8,West,Agent,868100,2021,1.1577810512073767
53284,4679.0,0.8596851471594799,1,8,Central,Online,957100,2024,1.1599943275548852
53289,4680.0,0.865160848733744,1,11,West,Agent,397900,2024,1.1613488698080716
53327,4681.0,0.8624229979466119,1,15,Central,Broker,1157200,2020,1.1698143140965171
53358,4682.0,0.8788501026694046,1,15,West,Online,1044800,2018,1.1651847076157522
53409,4683.0,0.8295687885010267,1,5,West,Broker,247700,2024,1.1577568206678026
53419,4684.0,1.0,1,9,South,Online,419400,2021,1.164642299404505
53421,4685.0,1.0,2,1,West,Agent,236000,2018,1.1509166339367576
53421,4686.0,1.0,2,1,West,Agent,236000,2018,1.1509166339367576
53447,4687.0,0.917180013689254,1,9,South,Broker,1069500,2018,1.1666377657151599
53450,4688.0,0.9062286105407256,1,10,North,Bancassurance,365900,2023,1.1747508795610793
53467,4689.0,0.8815879534565366,1,1,South,Broker,1604200,2024,1.157698091690411
53470,4690.0,0.8706365503080082,1,6,Central,Agent,706200,2019,1.157963790944705
53490,4691.0,0.9582477754962354,1,5,South,Online,594600,2018,1.1602477443269694
53491,4692.0,1.0,1,15,West,Agent,510600,2021,1.1655083602075837
53492,4693.0,1.0,1,0,Central,Agent,669800,2021,1.1516615649641866
53496,4694.0,1.0,1,13,West,Agent,415300,2018,1.163459061608329
53513,4695.0,0.974674880219028,1,7,West,Agent,965000,2021,1.156643550967225
53544,4696.0,0.9938398357289528,2,3,South,Agent,1294300,2020,1.1574321354934247
53544,4697.0,0.9938398357289528,2,3,South,Agent,1294300,2020,1.1574321354934247
53552,4698.0,0.919917864476386,1,7,South,Agent,440700,2021,1.1623780462882178
53559,4699.0,0.9363449691991786,1,8,South,Agent,1057300,2020,1.1629295135046067
53565,4700.0,0.865160848733744,1,1,West,Agent,2482000,2023,1.1490753124671702
53580,4701.0,0.9089664613278576,1,2,East,Agent,956100,2018,1.1557348222503396
53595,4702.0,0.865160848733744,1,10,South,Online,674700,2022,1.1654949961977752
53614,4703.0,0.8898015058179329,1,13,East,Direct,310600,2021,1.1718421023486938
53625,4704.0,0.9089664613278576,1,6,West,Agent,1064800,2024,1.1555047794245292
53627,4705.0,1.0,1,15,East,Online,327700,2021,1.1701921389833199
53637,4706.0,0.9253935660506504,1,0,West,Direct,993500,2022,1.1530752170501073
53641,4707.0,0.8459958932238193,1,7,South,Agent,1189300,2018,1.1617578845334238
53642,4708.0,1.0,2,10,East,Broker,198300,2023,1.1675016555173876
53642,4709.0,1.0,2,10,East,Broker,198300,2023,1.1675016555173876
53669,4710.0,0.9555099247091032,1,6,East,Agent,483500,2023,1.160358270338025
53671,4711.0,1.0,2,13,East,Bancassurance,420700,2024,1.1781510564664375
53671,4712.0,1.0,2,13,East,Bancassurance,420700,2024,1.1781510564664375
53672,4713.0,1.0,1,4,West,Agent,312800,2022,1.1540132018319693
53678,4714.0,1.0,1,12,East,Agent,1356500,2020,1.166012463775498
53711,4715.0,1.0,1,12,West,Agent,700300,2024,1.1621601325613078
53726,4716.0,0.8350444900752909,1,8,North,Agent,1204700,2020,1.1616656035427246
53732,4717.0,1.0,1,13,North,Broker,1153400,2021,1.169690634784133
53733,4718.0,0.8596851471594799,1,3,East,Bancassurance,1598500,2022,1.16645332243356
53739,4719.0,1.0,1,0,Central,Broker,1687200,2022,1.1534516664593206
53743,4720.0,0.9281314168377824,1,7,North,Broker,719300,2023,1.1636544545250298
53758,4721.0,0.9801505817932924,1,10,North,Broker,708400,2019,1.166858244234866
53775,4722.0,0.8569472963723477,1,2,Central,Broker,225100,2018,1.156766934936028
53799,4723.0,0.971937029431896,1,12,East,Agent,315100,2022,1.1668784393160911
53804,4724.0,1.0,1,9,West,Bancassurance,973300,2018,1.1689661164720642
53809,4725.0,0.9062286105407256,1,9,North,Direct,512100,2018,1.167179501074749
53844,4727.0,1.0,1,11,East,Agent,457600,2024,1.1656941062009833
53845,4728.0,1.0,1,7,South,Agent,717300,2022,1.1621488643461775
53868,4729.0,0.8432580424366872,1,6,West,Agent,881700,2023,1.1556556178788147
53913,4730.0,1.0,1,9,South,Online,363400,2018,1.1646887951155553
53935,4732.0,0.8240930869267625,2,1,North,Agent,449100,2022,1.1548798286017237
53935,4731.0,0.8240930869267625,2,1,North,Agent,449100,2022,1.1548798286017237
53951,4733.0,0.947296372347707,1,14,North,Direct,871800,2020,1.1722244256022443
53958,4734.0,0.8569472963723477,1,3,Central,Broker,1401300,2023,1.1568541392438205
53968,4735.0,1.0,1,1,East,Agent,1258900,2021,1.1544298676305236
53972,4736.0,0.914442162902122,1,8,North,Agent,1378800,2020,1.161521432981601
53975,4737.0,1.0,1,11,South,Agent,821600,2020,1.16631820424073
53981,4738.0,1.0,1,12,West,Direct,337800,2024,1.1663352400429978
53991,4739.0,0.9664613278576316,1,11,West,Agent,1597900,2023,1.160355795294675
54019,4740.0,0.971937029431896,1,6,North,Online,706700,2019,1.1600756088187891
54041,4741.0,1.0,1,14,West,Bancassurance,885600,2021,1.1743932737542215
54048,4742.0,1.0,1,10,North,Agent,234200,2020,1.1645962674758858
54049,4743.0,0.9253935660506504,1,2,East,Broker,619300,2018,1.1586492731449396
54061,4745.0,1.0,2,11,East,Broker,1091600,2020,1.1678251689193444
54061,4744.0,1.0,2,11,East,Broker,1091600,2020,1.1678251689193444
54088,4746.0,1.0,1,9,West,Broker,204900,2018,1.162032255347748
54132,4747.0,0.8596851471594799,1,6,West,Online,483400,2020,1.156102990392327
54133,4748.0,1.0,1,15,East,Agent,360900,2019,1.1700438100880375
54141,4749.0,1.0,1,6,West,Direct,339500,2019,1.1599559461938933
54154,4750.0,0.8870636550308009,1,13,East,Agent,835500,2021,1.1675121071162127
54168,4751.0,0.999315537303217,1,5,West,Agent,388100,2021,1.1550063180091106
54171,4752.0,1.0,1,6,East,Agent,286500,2018,1.1605212421382258
54174,4753.0,0.8898015058179329,1,11,North,Broker,216000,2024,1.168335154273767
54200,4754.0,1.0,1,14,Central,Broker,763000,2024,1.1690742140006658
54230,4755.0,0.8295687885010267,1,8,South,Agent,1059300,2018,1.1629278554198883
54234,4756.0,0.9253935660506504,1,8,Central,Agent,804800,2019,1.1600006813053947
54256,4757.0,0.9637234770704995,1,9,East,Broker,912200,2019,1.1658416917188263
54268,4759.0,1.0,2,1,North,Direct,427800,2018,1.1587468949343083
54268,4758.0,1.0,2,1,North,Direct,427800,2018,1.1587468949343083
54286,4760.0,1.0,1,10,East,Direct,420000,2021,1.168542570926248
54288,4761.0,0.9253935660506504,1,13,South,Direct,851100,2022,1.1723219747771458
54305,4762.0,1.0,1,11,South,Online,812400,2022,1.166446103464891
54316,4763.0,0.914442162902122,1,11,West,Online,1047100,2018,1.1609311922610306
54371,4764.0,0.8815879534565366,1,11,East,Online,674900,2024,1.165633706915443
54391,4765.0,0.999315537303217,2,15,East,Online,298700,2024,1.17021633162548
54391,4766.0,0.999315537303217,2,15,East,Online,298700,2024,1.17021633162548
54399,4767.0,0.8569472963723477,1,4,South,Agent,1707900,2023,1.1581488479686584
54416,4768.0,1.0,1,14,North,Online,733900,2020,1.1685654512760622
54420,4769.0,0.8514715947980835,1,0,West,Agent,345600,2023,1.1497754680706482
54421,4770.0,1.0,1,13,East,Bancassurance,666600,2024,1.1779445445682433
54443,4771.0,0.8898015058179329,1,15,East,Bancassurance,705400,2022,1.1800668879059764
54466,4772.0,0.919917864476386,1,3,North,Agent,630000,2021,1.156843419038581
54473,4773.0,0.9117043121149896,1,0,East,Bancassurance,748600,2024,1.1639647008056453
54480,4774.0,0.9281314168377824,1,2,Central,Agent,319100,2018,1.1540569574393014
54482,4775.0,0.9308692676249144,1,2,North,Online,490300,2024,1.156020964802686
54484,4776.0,0.9582477754962354,1,0,North,Agent,1744500,2019,1.152759838888683
54498,4777.0,1.0,1,14,South,Agent,381200,2020,1.1698874773758698
54502,4778.0,0.9856262833675564,1,4,West,Agent,1282500,2023,1.1532157183293619
54515,4779.0,0.969199178644764,1,1,North,Broker,348500,2023,1.157597184961045
54543,4780.0,1.0,1,3,South,Online,373200,2021,1.15831181792713
54546,4781.0,1.0,1,3,North,Online,412400,2023,1.1571421792278562
54550,4782.0,1.0,1,3,North,Agent,441800,2020,1.1569986387857931
54574,4783.0,0.9555099247091032,1,1,South,Agent,1118100,2022,1.155463674293991
54579,4784.0,0.8898015058179329,1,13,South,Broker,457900,2023,1.1714209030241298
54587,4785.0,0.9774127310061602,1,0,South,Agent,483200,2024,1.154930814454655
54590,4786.0,0.9801505817932924,1,5,North,Agent,941100,2019,1.1587027940145702
54606,4787.0,1.0,1,0,North,Broker,805700,2022,1.1561628610975043
54622,4788.0,0.9034907597535934,1,5,South,Online,429200,2020,1.160384559883314
54630,4789.0,0.9582477754962354,1,7,South,Agent,765600,2021,1.1621088491404366
54639,4790.0,0.8323066392881588,1,10,Central,Agent,121700,2020,1.1626889029010672
54647,4791.0,1.0,1,4,South,Online,770700,2018,1.1590423780252377
54650,4792.0,0.9965776865160848,1,6,North,Agent,540900,2021,1.1600931277431232
54662,4793.0,0.837782340862423,1,13,North,Direct,910100,2022,1.1711216581174004
54720,4794.0,0.865160848733744,1,7,West,Agent,795300,2024,1.156783487558762
54723,4795.0,0.8569472963723477,2,12,West,Agent,565400,2020,1.1622719018389138
54723,4796.0,0.8569472963723477,2,12,West,Agent,565400,2020,1.1622719018389138
54752,4797.0,1.0,1,13,North,Agent,1035100,2021,1.1671270084467913
54764,4798.0,0.8870636550308009,1,14,West,Online,908900,2018,1.1642331349257944
54773,4799.0,1.0,1,14,Central,Online,714400,2021,1.1665742408103004
54783,4800.0,1.0,1,2,Central,Direct,297300,2020,1.1579216811589306
54787,4801.0,1.0,1,15,Central,Bancassurance,1394500,2022,1.1772402494917775
54799,4802.0,1.0,1,6,West,Broker,454800,2022,1.15864428817448
54805,4803.0,0.9582477754962354,1,2,South,Direct,552800,2020,1.1608427815179323
54809,4804.0,0.8870636550308009,1,14,East,Broker,810700,2020,1.1712658659870405
54836,4805.0,1.0,1,14,Central,Online,1392100,2023,1.1660107736614629
54837,4806.0,0.8240930869267625,1,12,South,Broker,635000,2024,1.170203094844522
54861,4807.0,0.9336071184120466,1,3,South,Broker,658500,2021,1.1605982271069624
54864,4809.0,0.9117043121149896,1,8,West,Agent,250500,2024,1.1582909135916086
54877,4810.0,0.8596851471594799,1,2,South,Broker,818900,2023,1.159405473152451
54893,4811.0,0.974674880219028,1,6,South,Broker,798500,2019,1.1636684135666022
54897,4812.0,1.0,1,8,South,Broker,4522400,2020,1.1627064990597
54916,4813.0,0.8761122518822724,1,5,East,Direct,813400,2021,1.16288899394997
54930,4814.0,0.9527720739219712,1,4,Central,Agent,634500,2019,1.1559083104153378
54938,4815.0,0.8569472963723477,1,12,West,Online,472600,2019,1.1624686358018093
54942,4816.0,1.0,1,7,South,Agent,1234500,2018,1.1617204501482536
54959,4817.0,0.919917864476386,1,11,West,Online,715900,2019,1.1612053318252336
54960,4818.0,1.0,1,6,West,Broker,335200,2022,1.1587430805565924
54962,4819.0,0.9089664613278576,1,13,East,Direct,884100,2021,1.171363100288094
54964,4820.0,0.914442162902122,1,3,North,Online,2089100,2019,1.155759866854464
54984,4822.0,0.8706365503080082,1,4,West,Direct,875500,2020,1.1573954089063114
