policy_id,claim_id,accident_date,claim_amount,vehicle_age,region,channel,sum_insured
103406,9175.0,2019-02-20,90752.0,12,North,Broker,854600
103408,9176.0,2025-03-25,68113.0,13,East,Broker,716900
103410,9177.0,2019-01-29,185526.0,5,East,Bancassurance,912200
103414,9178.0,2022-11-22,37265.0,9,West,Agent,430400
103439,9179.0,2021-02-05,118476.0,1,South,Online,675100
103445,9180.0,2019-03-01,58639.0,13,East,Agent,493400
103466,9181.0,2023-04-12,23844.0,11,North,Agent,665800
103480,9182.0,2019-11-01,53786.0,1,South,Agent,820500
103483,9183.0,2021-06-24,69131.0,3,South,Online,1236600
103514,9184.0,2018-05-26,96556.0,13,North,Online,1409800
103520,9185.0,2018-09-04,9603.0,5,South,Agent,420700
103535,9186.0,2021-10-06,45163.0,15,South,Online,543600
103538,9187.0,2018-08-01,233507.0,2,Central,Broker,1080000
103542,9188.0,2018-10-15,695687.0,13,West,Broker,2170900
103549,9189.0,2024-02-18,311019.0,14,North,Agent,1059300
103551,9190.0,2020-09-29,20471.0,14,Central,Agent,763600
103555,9191.0,2023-07-07,72692.0,5,Central,Broker,1253800
103555,9192.0,2023-11-29,74333.0,5,Central,Broker,1253800
103560,9193.0,2024-02-19,86607.0,12,South,Broker,1458400
103568,9194.0,2022-12-21,35311.0,0,North,Agent,519400
103583,9195.0,2022-03-07,83669.0,2,Central,Direct,1263100
103590,9196.0,2022-04-09,40382.0,5,North,Agent,281500
103590,9197.0,2021-05-14,71164.0,5,North,Agent,281500
103597,9198.0,2019-06-18,116387.0,13,North,Bancassurance,410000
103599,9199.0,2018-11-18,23933.0,1,West,Agent,278200
103602,9200.0,2022-08-14,9951.0,3,South,Agent,221300
103632,9201.0,2025-02-19,257592.0,6,West,Direct,898900
103634,9202.0,2022-10-16,41095.0,14,West,Broker,969600
103639,9203.0,2020-05-01,195597.0,7,West,Agent,432300
103664,9204.0,2021-12-02,167680.0,8,East,Agent,582900
103681,9205.0,2024-06-30,4506.0,8,South,Agent,282700
103685,9206.0,2020-07-27,44376.0,7,West,Agent,704100
103705,9207.0,2023-01-16,275537.0,4,South,Agent,1255400
103724,9208.0,2023-02-19,121918.0,5,Central,Broker,1229800
103725,9209.0,2020-04-08,65319.0,5,West,Broker,761000
103726,9210.0,2020-04-25,226786.0,4,South,Agent,468200
103729,9212.0,2021-04-10,48829.0,11,North,Online,340100
103729,9211.0,2020-11-10,13511.0,11,North,Online,340100
103740,9213.0,2020-11-25,47422.0,2,West,Broker,331800
103780,9214.0,2023-01-18,363516.0,15,West,Broker,1717800
103790,9215.0,2022-11-12,699062.0,6,South,Online,2067700
103792,9216.0,2023-11-14,39497.0,15,North,Agent,742900
103797,9217.0,2021-03-21,16792.0,4,West,Online,438300
103798,9218.0,2024-12-01,44105.0,6,West,Broker,669200
103799,9219.0,2022-04-30,401662.0,1,South,Agent,623200
103801,9220.0,2024-01-02,390034.0,12,West,Direct,1348600
103805,9221.0,2022-06-20,386917.0,14,West,Agent,676100
103831,9222.0,2023-10-12,132002.0,14,North,Broker,1030000
103833,9223.0,2023-07-08,12985.0,4,East,Agent,893400
103856,9224.0,2020-04-17,232683.0,15,South,Direct,1801300
103879,9225.0,2025-01-27,50834.0,15,West,Agent,325100
103879,9226.0,2025-11-15,13068.0,15,West,Agent,325100
103924,9227.0,2021-08-30,115260.0,13,West,Agent,1082600
103932,9228.0,2025-05-02,714853.0,6,North,Online,1413200
103960,9229.0,2021-12-13,198338.0,9,East,Broker,1662100
103973,9230.0,2021-03-16,78748.0,13,North,Agent,1091300
103992,9231.0,2021-09-16,21383.0,0,South,Online,204400
104000,9232.0,2023-08-13,318314.0,13,South,Bancassurance,932600
104025,9233.0,2025-07-07,20710.0,6,South,Agent,528000
104028,9234.0,2019-04-06,40208.0,13,North,Agent,834100
104037,9235.0,2021-02-19,22346.0,1,West,Online,428900
104046,9236.0,2023-04-07,59571.0,4,West,Online,321100
104053,9237.0,2021-08-06,125689.0,6,West,Agent,1518000
104095,9238.0,2021-11-11,128096.0,10,South,Online,781700
104095,9239.0,2021-12-31,44505.0,10,South,Online,781700
104102,9240.0,2021-06-23,10459.0,10,North,Agent,952800
104104,9241.0,2023-01-09,1748340.0,7,North,Agent,1942600
104113,9242.0,2020-12-01,72315.0,3,East,Direct,1188300
104118,9243.0,2020-06-25,50864.0,6,South,Online,333500
104125,9244.0,2019-11-27,36018.0,12,South,Agent,804700
104126,9245.0,2024-09-10,162697.0,10,South,Broker,1331600
104150,9246.0,2023-08-19,99448.0,1,West,Broker,1541800
104163,9247.0,2024-04-21,302652.0,11,East,Online,1035000
104168,9248.0,2018-08-07,31480.0,13,South,Bancassurance,876700
104190,9249.0,2023-11-03,349480.0,11,West,Broker,508800
104202,9250.0,2022-01-26,15037.0,9,West,Agent,327300
104227,9251.0,2022-08-10,31560.0,8,South,Agent,581200
104236,9252.0,2019-07-03,7754.0,5,North,Broker,230200
104240,9253.0,2023-07-18,1045223.0,1,South,Broker,1641800
104246,9254.0,2021-03-06,59289.0,6,East,Agent,938300
104250,9255.0,2022-05-06,38312.0,11,Central,Broker,1117500
104274,9256.0,2018-09-05,19994.0,2,South,Agent,286100
104279,9257.0,2023-01-28,64640.0,12,Central,Agent,1049500
104350,9258.0,2023-12-22,18533.0,4,East,Agent,229800
104405,9259.0,2020-03-11,49904.0,5,North,Agent,625300
104409,9260.0,2020-04-20,12992.0,10,Central,Online,646400
104416,9261.0,2021-12-15,48366.0,9,West,Online,643800
104440,9262.0,2019-01-07,46321.0,15,West,Agent,924200
104474,9263.0,2019-07-19,218580.0,10,South,Broker,1571100
104477,9264.0,2019-10-20,106596.0,4,South,Online,511700
104480,9265.0,2023-04-05,132218.0,1,East,Agent,1170400
104518,9266.0,2022-05-21,71319.0,9,North,Broker,404100
104518,9267.0,2022-03-19,38787.0,9,North,Broker,404100
104531,9268.0,2025-01-07,21662.0,6,South,Broker,425600
104542,9269.0,2023-12-14,310008.0,8,West,Direct,995500
104566,9270.0,2020-05-21,131938.0,6,East,Agent,534500
104571,9271.0,2020-06-15,32705.0,6,West,Broker,821900
104596,9272.0,2024-03-13,106706.0,12,North,Agent,574400
104601,9273.0,2025-04-27,244114.0,15,North,Online,1287100
104601,9274.0,2025-01-10,113903.0,15,North,Online,1287100
104618,9275.0,2019-05-05,93054.0,14,East,Agent,435800
104626,9276.0,2023-03-29,131132.0,6,West,Agent,1040600
104679,9277.0,2020-02-19,213920.0,10,Central,Agent,654700
104691,9278.0,2023-12-15,196322.0,14,South,Agent,721600
104699,9280.0,2023-12-08,41841.0,9,South,Broker,787300
104703,9281.0,2024-06-09,187489.0,4,Central,Online,694900
104722,9282.0,2020-01-29,149393.0,15,South,Agent,657700
104728,9283.0,2020-01-09,82379.0,5,West,Direct,904200
104734,9284.0,2023-01-16,39858.0,5,North,Agent,1215000
104751,9285.0,2024-11-21,69688.0,5,West,Agent,892200
104767,9286.0,2023-10-24,24792.0,12,South,Bancassurance,231500
104769,9287.0,2020-12-04,158628.0,8,Central,Agent,654700
104770,9288.0,2021-08-11,43667.0,4,South,Agent,931100
104775,9289.0,2022-11-25,29995.0,15,East,Online,1624000
104776,9290.0,2024-11-07,84728.0,7,East,Agent,423800
104780,9291.0,2023-04-16,56248.0,15,North,Direct,779800
104785,9292.0,2019-10-21,43808.0,9,South,Broker,576400
104790,9293.0,2021-07-28,39956.0,12,South,Online,491800
104804,9294.0,2022-04-19,57772.0,8,East,Agent,848400
104817,9295.0,2018-04-20,236950.0,9,East,Agent,819300
104826,9296.0,2019-09-08,89745.0,6,South,Agent,1490900
104829,9297.0,2022-05-01,31478.0,15,West,Direct,452700
104844,9298.0,2022-07-19,64942.0,6,Central,Agent,429900
104860,9299.0,2023-06-26,14736.0,12,South,Agent,253500
104874,9300.0,2024-05-03,90961.0,3,East,Agent,633200
104915,9301.0,2020-07-07,109332.0,0,East,Agent,1502400
104926,9302.0,2024-12-31,33872.0,11,West,Direct,942100
104926,9303.0,2024-06-01,89466.0,11,West,Direct,942100
104928,9304.0,2020-05-18,96334.0,0,Central,Online,989000
104928,9305.0,2020-03-11,219282.0,0,Central,Online,989000
104941,9306.0,2019-01-18,44672.0,5,North,Broker,691000
104947,9307.0,2020-06-15,237920.0,4,East,Agent,1030900
104968,9308.0,2021-12-24,26713.0,1,North,Agent,567200
104974,9309.0,2022-10-31,277985.0,9,South,Direct,775500
105014,9310.0,2021-11-28,171983.0,4,West,Agent,375800
105028,9311.0,2023-05-30,12198.0,5,South,Direct,439500
105033,9312.0,2022-02-16,113243.0,11,Central,Broker,690300
105077,9313.0,2023-03-15,110467.0,8,West,Direct,405400
105103,9314.0,2023-10-08,212972.0,4,North,Agent,1005800
105108,9315.0,2024-06-14,201226.0,6,East,Agent,2040900
105111,9316.0,2021-07-11,156701.0,10,South,Online,952900
105111,9317.0,2020-10-20,87734.0,10,South,Online,952900
105121,9318.0,2023-02-01,75045.0,11,East,Direct,577300
105135,9319.0,2024-03-19,22832.0,7,East,Agent,488100
105135,9320.0,2024-06-13,9487.0,7,East,Agent,488100
105144,9322.0,2025-03-13,155942.0,6,West,Agent,451400
105144,9321.0,2024-10-28,101067.0,6,West,Agent,451400
105158,9324.0,2019-05-07,160383.0,12,West,Agent,1119600
105204,9325.0,2018-08-15,384944.0,7,North,Online,1047000
105204,9326.0,2018-08-19,58279.0,7,North,Online,1047000
105210,9327.0,2023-08-30,12476.0,11,Central,Online,306400
105220,9328.0,2022-05-05,41708.0,9,West,Agent,530500
105243,9329.0,2022-02-17,194710.0,0,South,Agent,812500
105247,9330.0,2024-08-22,90458.0,0,West,Agent,1618800
105250,9331.0,2023-06-09,55851.0,1,South,Bancassurance,490200
105254,9332.0,2021-03-18,6714.0,12,West,Broker,433100
105263,9333.0,2024-04-13,60307.0,8,West,Online,748300
105269,9334.0,2020-06-25,19665.0,13,North,Agent,654900
105269,9335.0,2020-12-31,66025.0,13,North,Agent,654900
105281,9336.0,2023-04-04,33501.0,15,South,Agent,669200
105288,9337.0,2023-12-13,14554.0,6,Central,Broker,331400
105321,9338.0,2022-02-04,145555.0,7,North,Online,1103700
105321,9339.0,2022-01-07,252642.0,7,North,Online,1103700
105327,9340.0,2019-07-30,69556.0,14,West,Agent,586600
105346,9341.0,2021-09-11,92499.0,11,South,Agent,597700
105351,9342.0,2018-07-12,43976.0,8,West,Agent,184400
105353,9343.0,2022-05-05,85044.0,7,North,Broker,1220500
105360,9344.0,2024-03-02,137564.0,11,North,Agent,976500
105373,9345.0,2021-04-23,148959.0,12,South,Bancassurance,263900
105378,9346.0,2021-06-05,10033.0,7,West,Direct,255400
105441,9347.0,2022-08-28,31113.0,7,East,Agent,997800
105449,9348.0,2023-04-19,94850.0,7,East,Agent,1371800
105470,9349.0,2018-09-09,47284.0,14,South,Online,532700
105472,9350.0,2021-09-04,26670.0,5,West,Agent,331000
105510,9351.0,2021-03-23,283689.0,3,East,Bancassurance,926500
105519,9352.0,2019-12-26,101379.0,1,South,Broker,975600
105540,9353.0,2025-10-12,11410.0,10,South,Online,599100
105540,9354.0,2025-07-08,29161.0,10,South,Online,599100
105564,9355.0,2022-07-25,373005.0,10,South,Broker,2721500
105577,9356.0,2024-01-21,147716.0,12,North,Broker,457300
105591,9357.0,2022-02-09,63651.0,14,East,Agent,942100
105594,9358.0,2024-09-23,269203.0,15,East,Agent,907500
105623,9359.0,2023-04-14,84187.0,14,North,Online,1196100
105623,9360.0,2022-11-15,111568.0,14,North,Online,1196100
105629,9361.0,2020-10-13,32972.0,7,Central,Online,466700
105635,9362.0,2023-07-18,56052.0,5,East,Online,527400
105641,9363.0,2018-06-16,405447.0,13,North,Agent,750400
105641,9364.0,2018-04-25,202626.0,13,North,Agent,750400
105647,9365.0,2020-08-31,669809.0,15,South,Online,1075100
105660,9366.0,2022-11-28,139096.0,3,West,Agent,1003300
105691,9368.0,2024-09-09,21752.0,10,South,Broker,700000
105693,9369.0,2025-09-05,47851.0,6,North,Broker,761400
105733,9370.0,2022-04-29,58283.0,4,West,Agent,560700
105741,9371.0,2020-11-17,186019.0,9,South,Agent,1242000
105749,9372.0,2019-01-15,31192.0,4,Central,Agent,553200
105751,9373.0,2019-12-14,27109.0,11,South,Broker,528200
105752,9374.0,2025-04-07,171761.0,13,West,Bancassurance,1115700
105752,9375.0,2024-12-11,186238.0,13,West,Bancassurance,1115700
105772,9376.0,2024-12-02,45661.0,12,West,Online,407200
105773,9377.0,2022-03-13,166887.0,0,West,Broker,1007400
105787,9378.0,2020-05-30,128746.0,1,South,Online,556200
105848,9379.0,2020-10-07,110445.0,9,East,Online,518900
105851,9380.0,2020-05-27,47391.0,1,North,Agent,582200
105856,9381.0,2020-12-10,78596.0,14,North,Broker,311700
105860,9382.0,2021-06-14,4406.0,6,East,Agent,314900
105861,9383.0,2024-05-27,177218.0,2,North,Direct,948900
105866,9384.0,2022-11-21,62268.0,4,West,Broker,1368800
105871,9385.0,2021-01-11,64858.0,7,East,Broker,702400
105873,9386.0,2020-01-31,39271.0,13,South,Agent,399000
105885,9387.0,2024-01-31,82852.0,5,West,Online,1318000
105885,9388.0,2023-12-19,159741.0,5,West,Online,1318000
105888,9389.0,2024-04-16,201831.0,2,North,Direct,1857300
105906,9390.0,2025-01-30,403329.0,12,South,Broker,783800
105907,9391.0,2024-10-10,22983.0,13,Central,Broker,484300
105911,9392.0,2019-02-15,387336.0,15,North,Online,618300
105917,9393.0,2021-07-05,86414.0,5,West,Agent,975400
105920,9394.0,2023-04-20,251793.0,6,East,Bancassurance,3198300
105950,9395.0,2019-09-21,21021.0,11,West,Broker,341500
105954,9396.0,2022-12-14,33106.0,15,South,Online,722000
105971,9397.0,2022-06-23,177729.0,14,South,Agent,723400
106008,9398.0,2021-07-28,43162.0,8,North,Agent,767300
106010,9399.0,2023-09-07,12039.0,6,South,Online,1027100
106013,9400.0,2025-07-04,104904.0,0,West,Online,549300
106034,9401.0,2021-03-08,20206.0,9,South,Online,737200
106034,9402.0,2021-03-10,42915.0,9,South,Online,737200
106057,9403.0,2021-06-01,480855.0,1,South,Agent,1144400
106069,9404.0,2023-12-11,74615.0,2,East,Direct,1265100
106074,9405.0,2019-09-01,92408.0,5,West,Bancassurance,367700
106085,9406.0,2022-03-25,181925.0,7,East,Broker,945000
106094,9407.0,2018-07-23,28778.0,6,North,Agent,340200
106134,9408.0,2022-03-27,241656.0,12,East,Agent,2868600
106137,9409.0,2022-04-07,63058.0,8,North,Agent,592600
106192,9410.0,2021-03-23,243223.0,9,West,Online,926200
106202,9411.0,2019-12-24,59971.0,8,Central,Online,351200
106222,9412.0,2020-09-19,141757.0,5,North,Direct,1314900
106230,9413.0,2021-12-21,35363.0,13,West,Agent,307900
106261,9414.0,2020-12-17,11424.0,15,Central,Direct,655000
106267,9415.0,2024-11-19,11121.0,0,South,Agent,367600
106281,9416.0,2020-04-22,23769.0,9,West,Agent,523400
106322,9417.0,2018-03-21,136975.0,9,South,Broker,648400
106324,9418.0,2024-06-20,29316.0,4,West,Agent,857300
106329,9419.0,2021-04-15,321118.0,5,Central,Agent,682900
106343,9420.0,2019-11-11,70821.0,10,West,Agent,261500
106344,9421.0,2023-07-10,22543.0,0,North,Agent,799000
106390,9422.0,2020-02-21,46642.0,4,West,Bancassurance,633700
106399,9423.0,2021-12-14,323306.0,12,West,Bancassurance,739700
106419,9424.0,2018-08-03,11115.0,8,North,Online,633600
106420,9425.0,2025-04-13,281289.0,2,West,Broker,1603100
106426,9426.0,2021-04-20,75778.0,2,West,Agent,820600
106434,9427.0,2020-03-28,210403.0,13,South,Bancassurance,891200
106439,9428.0,2018-06-25,30755.0,13,South,Broker,651400
106457,9429.0,2023-10-23,65772.0,13,Central,Agent,621500
106473,9430.0,2023-09-13,125369.0,12,North,Broker,561000
106473,9431.0,2023-04-24,99180.0,12,North,Broker,561000
106478,9432.0,2022-03-06,485994.0,10,Central,Agent,3318400
106504,9433.0,2018-03-19,80124.0,10,West,Broker,867600
106505,9434.0,2020-02-24,66888.0,1,Central,Agent,1606900
106543,9435.0,2022-12-11,537218.0,10,South,Agent,1294400
106547,9436.0,2021-12-19,15273.0,3,North,Agent,301900
106563,9437.0,2018-04-26,27579.0,12,West,Broker,357600
106614,9438.0,2019-05-12,68872.0,1,East,Agent,628300
106630,9439.0,2024-04-14,170549.0,3,West,Agent,417100
106633,9440.0,2018-05-02,452660.0,0,West,Agent,517400
106640,9441.0,2023-07-22,14309.0,4,East,Broker,265800
106647,9442.0,2020-01-27,42529.0,10,North,Agent,565600
106656,9443.0,2024-10-24,142207.0,8,South,Broker,807000
106672,9444.0,2021-09-18,342381.0,3,South,Agent,1671800
106694,9445.0,2021-08-17,18619.0,14,West,Agent,601500
106696,9446.0,2024-07-26,49556.0,7,South,Online,517900
106712,9447.0,2022-11-04,1084258.0,12,South,Direct,1712900
106728,9448.0,2020-03-10,23089.0,8,North,Online,209900
106734,9449.0,2023-01-10,132304.0,6,West,Agent,811300
106748,9450.0,2020-11-29,218307.0,8,North,Broker,1310200
106764,9451.0,2022-12-29,12917.0,3,West,Agent,443500
106773,9452.0,2020-01-08,147776.0,5,South,Bancassurance,1045800
106776,9453.0,2019-06-25,192602.0,11,North,Agent,878900
106785,9454.0,2023-12-25,51899.0,9,South,Agent,1099300
106794,9455.0,2023-05-20,336149.0,12,East,Broker,687300
106807,9456.0,2022-10-24,28333.0,15,North,Online,953000
106807,9457.0,2022-11-10,201049.0,15,North,Online,953000
106821,9458.0,2025-01-15,156574.0,15,West,Bancassurance,847800
106825,9459.0,2023-04-21,75461.0,12,West,Agent,780200
106834,9460.0,2024-07-16,212203.0,9,North,Bancassurance,652000
106838,9461.0,2025-01-29,154182.0,9,South,Agent,914600
106843,9462.0,2020-11-29,8225.0,12,West,Broker,494700
106885,9463.0,2019-04-17,29772.0,7,West,Broker,326500
106886,9464.0,2023-08-05,59478.0,2,North,Agent,470500
106893,9465.0,2022-08-13,40296.0,6,South,Online,354100
106906,9466.0,2023-01-04,153824.0,5,East,Agent,336600
106913,9467.0,2025-07-27,56421.0,14,West,Online,658500
106935,9468.0,2023-09-25,228479.0,5,North,Broker,1066200
106937,9469.0,2024-05-02,87986.0,12,South,Broker,467300
106945,9470.0,2020-02-28,32674.0,7,South,Agent,530800
106967,9471.0,2022-03-10,628908.0,9,South,Direct,2389100
106967,9472.0,2022-02-27,355366.0,9,South,Direct,2389100
106973,9473.0,2022-09-22,297507.0,12,West,Agent,942900
106984,9474.0,2024-12-04,111053.0,9,South,Agent,1007400
106995,9475.0,2020-01-04,36040.0,0,Central,Broker,730600
107015,9476.0,2022-06-14,115663.0,14,Central,Direct,946400
107016,9477.0,2023-09-27,291394.0,5,South,Agent,707800
107018,9478.0,2021-01-02,71887.0,15,North,Direct,753700
107034,9479.0,2019-01-19,155772.0,3,West,Bancassurance,1187200
107042,9480.0,2022-09-27,18956.0,10,West,Agent,496100
107056,9481.0,2019-08-31,45401.0,0,West,Agent,342800
107061,9483.0,2020-11-22,62143.0,10,East,Broker,302800
107061,9482.0,2020-06-23,20147.0,10,East,Broker,302800
107062,9484.0,2021-02-05,21773.0,8,South,Broker,869300
107083,9485.0,2020-08-14,116122.0,6,Central,Broker,1260600
107099,9486.0,2020-08-05,42222.0,9,Central,Direct,940200
107123,9487.0,2022-09-21,241888.0,9,East,Broker,993500
107133,9488.0,2022-12-27,149823.0,6,North,Broker,1260400
107151,9489.0,2018-07-04,85390.0,7,East,Online,776200
107152,9490.0,2019-12-19,230997.0,3,South,Agent,1876000
107155,9491.0,2021-12-14,276620.0,10,West,Agent,658200
107170,9492.0,2019-09-24,648765.0,14,West,Agent,960000
107187,9493.0,2023-07-04,7418.0,5,North,Agent,478700
107191,9494.0,2025-03-27,432231.0,2,West,Broker,835900
107193,9495.0,2023-05-27,110672.0,9,South,Agent,795000
107202,9496.0,2019-03-25,220307.0,15,East,Direct,687900
107204,9497.0,2021-06-14,161917.0,7,South,Agent,744800
107221,9498.0,2021-04-24,406691.0,8,West,Agent,2169500
107235,9499.0,2019-12-30,972990.0,5,North,Broker,1081100
107242,9500.0,2019-08-02,76344.0,15,Central,Agent,379600
107259,9501.0,2024-02-23,54752.0,4,South,Online,1200200
107296,9502.0,2019-12-09,140124.0,15,North,Agent,1296100
107299,9503.0,2019-10-02,525370.0,14,North,Direct,1036100
107309,9504.0,2018-04-18,36256.0,13,East,Bancassurance,598800
107322,9505.0,2021-10-10,39400.0,4,South,Agent,508500
107326,9506.0,2020-12-05,374682.0,10,North,Agent,714100
107334,9507.0,2023-11-11,30050.0,13,South,Broker,516900
107337,9508.0,2020-07-18,63283.0,11,West,Agent,629500
107339,9509.0,2024-09-25,55646.0,0,East,Agent,1440300
107346,9510.0,2024-02-18,43458.0,13,North,Online,1437700
107355,9511.0,2023-04-14,128596.0,3,East,Online,1056900
107420,9512.0,2023-11-26,33350.0,8,Central,Broker,754700
107428,9513.0,2022-07-12,38866.0,4,West,Broker,413000
107432,9514.0,2023-06-27,174020.0,14,East,Agent,2283500
107444,9515.0,2020-07-26,231945.0,4,West,Broker,849800
107452,9516.0,2023-01-23,261035.0,3,West,Broker,1912800
107463,9517.0,2022-07-22,18195.0,11,North,Broker,306700
107471,9518.0,2023-03-02,74070.0,12,North,Agent,486200
107475,9519.0,2023-08-19,15626.0,13,North,Agent,279400
107523,9520.0,2023-09-16,191897.0,5,South,Online,306300
107526,9521.0,2019-09-12,49805.0,15,South,Direct,1881700
107541,9522.0,2020-11-04,24384.0,7,West,Broker,650600
107542,9523.0,2020-08-06,24327.0,11,South,Direct,483800
107542,9524.0,2020-05-28,71270.0,11,South,Direct,483800
107553,9525.0,2018-12-27,10461.0,15,North,Online,589900
107560,9526.0,2019-09-06,173890.0,12,South,Online,841700
107567,9527.0,2022-02-16,89098.0,2,West,Agent,910600
107578,9528.0,2023-03-11,15409.0,12,South,Broker,665400
107583,9529.0,2022-04-18,86546.0,9,East,Agent,582900
107635,9530.0,2019-01-13,16435.0,6,West,Agent,439800
107663,9531.0,2019-10-25,51988.0,5,West,Agent,665400
107670,9532.0,2024-10-14,75867.0,0,East,Broker,542300
107672,9533.0,2025-04-19,39542.0,7,South,Agent,533300
107686,9534.0,2024-12-13,135475.0,14,South,Agent,1003600
107690,9535.0,2025-04-15,72129.0,14,South,Direct,669000
107704,9536.0,2018-04-25,13938.0,14,West,Bancassurance,826200
107717,9537.0,2023-11-03,185134.0,13,West,Broker,771700
107722,9538.0,2021-02-11,37698.0,3,North,Agent,352800
107732,9539.0,2020-01-15,115237.0,14,South,Agent,1043100
107738,9540.0,2024-01-21,53877.0,3,North,Online,332500
107784,9541.0,2021-01-23,109397.0,12,North,Bancassurance,1577400
107802,9542.0,2022-08-05,54130.0,3,West,Online,955900
107829,9544.0,2025-02-23,27939.0,15,South,Direct,904100
107829,9543.0,2024-07-01,66584.0,15,South,Direct,904100
107831,9545.0,2023-11-09,15072.0,15,East,Agent,456000
107857,9546.0,2024-06-04,110301.0,11,South,Online,854200
107872,9547.0,2023-08-02,419106.0,14,Central,Bancassurance,642100
107882,9548.0,2018-04-13,31892.0,9,South,Direct,1563900
107886,9549.0,2020-07-31,68419.0,6,South,Agent,882600
107897,9550.0,2020-04-12,128318.0,7,West,Online,247800
107897,9551.0,2020-06-12,16649.0,7,West,Online,247800
107898,9552.0,2020-11-01,4262.0,9,Central,Agent,412200
107914,9553.0,2024-01-24,14214.0,13,South,Online,261700
107950,9554.0,2023-01-11,188010.0,8,West,Broker,1028200
107964,9555.0,2024-05-21,33289.0,11,West,Direct,645100
107977,9556.0,2023-04-13,27560.0,7,West,Online,661400
107986,9557.0,2019-11-02,64439.0,8,North,Agent,732000
107989,9558.0,2024-03-27,43066.0,10,West,Agent,513000
107990,9559.0,2020-06-06,70604.0,6,South,Agent,1608100
108000,9560.0,2021-06-10,18682.0,8,East,Online,705400
108016,9561.0,2020-02-25,484876.0,14,South,Agent,2222300
108026,9562.0,2024-03-21,240325.0,13,East,Bancassurance,821300
108027,9563.0,2020-07-05,191884.0,14,East,Agent,871400
108032,9564.0,2021-12-31,79225.0,9,North,Direct,1349100
108033,9565.0,2024-05-28,42386.0,11,South,Bancassurance,353700
108043,9566.0,2024-09-24,44382.0,13,South,Agent,842000
108046,9567.0,2023-12-21,88652.0,9,West,Agent,605200
108063,9568.0,2022-11-26,78364.0,8,South,Online,591900
108067,9569.0,2024-05-05,37906.0,6,Central,Online,513300
108083,9570.0,2023-04-01,54179.0,14,South,Agent,487700
108111,9571.0,2025-06-15,6522.0,13,West,Agent,929000
108117,9572.0,2018-10-23,32898.0,11,East,Online,749300
108131,9573.0,2024-04-19,64918.0,5,South,Broker,588900
108132,9574.0,2024-12-06,13473.0,11,South,Online,726700
108152,9575.0,2021-05-04,21588.0,3,South,Broker,892000
108163,9576.0,2021-10-31,75163.0,12,East,Agent,371900
108171,9577.0,2023-04-02,10516.0,7,West,Online,740400
108207,9578.0,2019-01-01,472102.0,10,South,Direct,671500
108210,9579.0,2023-03-21,35391.0,6,East,Broker,715300
108211,9580.0,2022-12-27,113352.0,11,South,Agent,880700
108213,9582.0,2022-10-20,48504.0,14,Central,Broker,213800
108213,9581.0,2022-12-17,63334.0,14,Central,Broker,213800
108214,9583.0,2021-06-24,36268.0,12,North,Online,619400
108236,9584.0,2019-02-08,29106.0,5,South,Broker,714400
108291,9585.0,2018-04-21,65236.0,2,West,Agent,1554000
108298,9586.0,2020-04-21,5240.0,10,North,Online,1012400
108319,9587.0,2021-12-08,154024.0,4,South,Bancassurance,984400
108324,9588.0,2023-06-09,57138.0,5,South,Agent,348200
108361,9589.0,2024-10-27,51747.0,3,Central,Direct,680500
108365,9590.0,2023-03-07,13909.0,0,North,Broker,854400
108371,9591.0,2023-12-23,360905.0,15,North,Bancassurance,1009800
108396,9592.0,2018-12-24,10674.0,15,North,Agent,553100
108398,9593.0,2023-10-12,4531.0,4,South,Broker,263100
108400,9594.0,2024-03-25,143368.0,14,East,Bancassurance,1101400
108427,9595.0,2023-07-22,10114.0,6,East,Agent,156800
108435,9596.0,2019-12-28,94152.0,4,South,Agent,992600
108437,9597.0,2022-01-17,26539.0,14,Central,Agent,714200
108456,9598.0,2019-01-23,406506.0,9,East,Direct,1011000
108471,9599.0,2021-01-05,46854.0,13,North,Agent,717500
108475,9600.0,2022-08-03,13415.0,13,South,Broker,490600
108483,9601.0,2022-02-06,86925.0,10,South,Agent,1503700
108484,9602.0,2023-08-10,382705.0,13,Central,Agent,936000
108501,9603.0,2019-11-29,90975.0,7,West,Agent,366300
108519,9604.0,2021-02-23,110539.0,10,East,Bancassurance,748100
108528,9605.0,2020-08-20,65233.0,12,Central,Online,966700
108535,9606.0,2024-04-16,57420.0,15,West,Agent,714200
108552,9607.0,2022-11-19,31407.0,15,Central,Broker,544100
108569,9608.0,2021-03-23,105564.0,8,East,Agent,500500
108578,9609.0,2020-10-24,81397.0,11,West,Bancassurance,456600
108581,9610.0,2019-08-05,48312.0,5,North,Agent,326200
108583,9611.0,2022-07-10,199924.0,8,East,Agent,1439300
108595,9612.0,2019-06-12,255735.0,14,South,Direct,1199200
108603,9613.0,2019-09-03,18390.0,15,West,Broker,851600
108605,9614.0,2023-03-28,46595.0,15,North,Agent,554500
108609,9615.0,2019-09-27,32720.0,7,South,Online,698000
108621,9616.0,2019-05-25,48407.0,7,West,Bancassurance,864200
108631,9617.0,2025-03-04,2710.0,5,South,Online,484700
108634,9618.0,2018-03-19,24617.0,15,West,Direct,1574900
108645,9619.0,2019-02-27,24356.0,6,North,Bancassurance,185400
108650,9620.0,2018-08-16,99665.0,1,West,Broker,943800
108651,9621.0,2018-07-07,19205.0,6,West,Broker,783900
