policy_id,claim_id,exposure,claim_count,vehicle_age,region,channel,sum_insured,policy_year
161419,14345.0,1.0,1,13,West,Agent,664200,2020
161434,14346.0,0.9418206707734428,1,2,South,Agent,554500,2022
161445,14347.0,0.917180013689254,1,7,West,Agent,590000,2023
161460,14348.0,1.0,1,2,North,Agent,369300,2023
161471,14349.0,1.0,1,13,West,Agent,1001500,2019
161472,14350.0,1.0,1,11,East,Broker,463600,2023
161504,14351.0,0.9062286105407256,1,12,South,Broker,337800,2019
161527,14352.0,0.974674880219028,2,1,South,Online,446400,2019
161527,14353.0,0.974674880219028,2,1,South,Online,446400,2019
161541,14354.0,0.9062286105407256,1,15,West,Direct,1266500,2024
161550,14355.0,0.917180013689254,1,0,Central,Online,606700,2021
161568,14357.0,0.947296372347707,1,15,Central,Agent,405400,2018
161578,14358.0,1.0,1,12,East,Bancassurance,547300,2021
161581,14359.0,0.917180013689254,1,0,South,Online,324500,2020
161593,14360.0,0.9117043121149896,1,9,North,Agent,1383400,2024
161602,14361.0,1.0,1,3,North,Agent,1502400,2020
161640,14362.0,1.0,1,8,Central,Direct,549900,2022
161649,14363.0,0.9883641341546886,1,9,South,Agent,1586000,2024
161653,14364.0,0.8542094455852156,1,12,North,Agent,746800,2018
161681,14365.0,0.9253935660506504,1,15,East,Agent,376200,2018
161689,14366.0,0.840520191649555,1,15,North,Online,318800,2020
161692,14367.0,0.8678986995208761,1,1,East,Agent,1086000,2020
161694,14368.0,0.8432580424366872,1,13,North,Direct,388000,2018
161751,14369.0,0.9828884325804244,1,2,East,Agent,546100,2022
161756,14370.0,0.9938398357289528,1,8,South,Agent,2107700,2021
161757,14371.0,1.0,1,2,North,Direct,715100,2023
161782,14372.0,0.8240930869267625,1,11,South,Agent,250300,2021
161799,14373.0,0.8569472963723477,1,1,South,Broker,577000,2019
161801,14374.0,0.9856262833675564,1,10,Central,Broker,450700,2022
161824,14375.0,0.9418206707734428,1,4,South,Online,1189900,2022
161870,14376.0,1.0,1,0,West,Broker,756100,2020
161872,14377.0,0.9363449691991786,1,5,West,Agent,1345600,2023
161877,14378.0,1.0,1,4,South,Broker,688900,2018
161878,14379.0,1.0,1,12,South,Bancassurance,853300,2024
161889,14380.0,0.8952772073921971,1,7,North,Bancassurance,523800,2022
161899,14381.0,0.8952772073921971,1,15,North,Broker,439400,2021
161907,14382.0,1.0,1,9,West,Online,1024300,2019
161953,14383.0,1.0,1,1,West,Online,484300,2022
161961,14384.0,1.0,1,13,South,Broker,475500,2023
161987,14385.0,0.8761122518822724,1,10,West,Broker,820200,2022
161997,14386.0,0.9609856262833676,1,14,East,Broker,639900,2018
162004,14387.0,1.0,1,10,North,Online,576000,2020
162012,14388.0,1.0,1,11,West,Agent,454600,2023
162034,14389.0,0.9007529089664612,1,10,West,Online,374000,2018
162040,14390.0,0.8569472963723477,1,11,West,Online,500000,2020
162058,14391.0,0.8706365503080082,1,8,West,Agent,593400,2019
162061,14392.0,0.8295687885010267,1,2,South,Online,1076500,2022
162064,14393.0,0.9418206707734428,1,14,South,Online,887200,2021
162070,14394.0,0.9883641341546886,1,0,South,Direct,935000,2021
162073,14395.0,0.865160848733744,1,11,West,Online,201300,2020
162097,14396.0,1.0,1,9,East,Broker,3563900,2024
162115,14397.0,0.8542094455852156,1,7,West,Agent,741800,2018
162123,14398.0,1.0,1,4,North,Agent,1344200,2018
162124,14399.0,1.0,1,1,South,Agent,887000,2020
162129,14400.0,0.9938398357289528,1,15,South,Agent,622200,2021
162136,14401.0,0.9527720739219712,1,4,South,Agent,1280700,2018
162137,14402.0,1.0,1,4,South,Agent,774000,2024
162140,14403.0,0.8815879534565366,1,7,North,Online,559000,2023
162146,14404.0,0.8569472963723477,1,9,West,Agent,402700,2021
162171,14405.0,1.0,1,1,South,Broker,782900,2024
162179,14406.0,0.9801505817932924,1,8,South,Broker,661100,2019
162180,14407.0,0.840520191649555,1,15,South,Agent,292700,2019
162201,14408.0,0.9828884325804244,1,13,West,Agent,1169100,2020
162206,14409.0,0.9637234770704995,1,13,East,Broker,858800,2019
162223,14410.0,1.0,1,11,Central,Agent,482500,2020
162230,14411.0,0.999315537303217,1,4,West,Online,674000,2018
162236,14412.0,1.0,1,9,East,Direct,439700,2018
162239,14413.0,1.0,1,14,West,Agent,57400,2024
162240,14414.0,1.0,1,6,North,Online,749900,2021
162251,14415.0,0.8514715947980835,1,11,Central,Agent,107300,2019
162299,14416.0,0.8323066392881588,1,13,Central,Agent,902600,2024
162305,14417.0,0.9117043121149896,1,11,North,Agent,1538800,2021
162337,14418.0,0.8459958932238193,1,9,South,Broker,1150600,2023
162338,14419.0,1.0,1,15,North,Broker,811600,2018
162347,14420.0,0.9911019849418208,1,14,North,Direct,357000,2024
162350,14421.0,0.9637234770704995,1,9,West,Agent,444800,2021
162377,14422.0,0.9527720739219712,1,14,North,Online,480800,2021
162382,14423.0,0.9555099247091032,1,13,West,Agent,440700,2018
162393,14424.0,0.8240930869267625,1,1,South,Bancassurance,691800,2024
162402,14425.0,1.0,1,0,South,Online,1080800,2024
162421,14426.0,0.8898015058179329,2,15,West,Agent,339400,2022
162421,14427.0,0.8898015058179329,2,15,West,Agent,339400,2022
162435,14428.0,1.0,1,14,West,Bancassurance,898100,2020
162454,14429.0,0.9774127310061602,1,5,West,Direct,2907600,2022
162485,14430.0,1.0,1,1,East,Agent,1171700,2021
162489,14431.0,0.8870636550308009,1,10,East,Online,1131800,2020
162490,14432.0,1.0,1,4,South,Agent,481100,2020
162499,14433.0,1.0,1,10,North,Online,1599500,2024
162522,14434.0,1.0,1,9,South,Broker,1089000,2020
162528,14435.0,0.9007529089664612,1,3,North,Online,1457100,2024
162546,14436.0,0.9555099247091032,1,6,North,Agent,1775600,2022
162547,14437.0,1.0,1,10,West,Agent,739500,2024
162557,14438.0,0.919917864476386,1,1,Unknown,Direct,597400,2020
162568,14439.0,1.0,1,1,North,Online,460900,2023
162587,14440.0,0.919917864476386,1,9,West,Agent,631500,2019
162598,14441.0,0.969199178644764,1,9,Central,Online,585500,2018
162607,14442.0,0.865160848733744,1,14,Central,Direct,725600,2018
162611,14443.0,0.8514715947980835,1,9,East,Direct,797000,2020
162619,14444.0,0.8432580424366872,1,10,Central,Broker,156500,2021
162635,14445.0,0.9609856262833676,2,4,North,Agent,1033200,2019
162635,14446.0,0.9609856262833676,2,4,North,Agent,1033200,2019
162644,14447.0,1.0,1,1,Central,Broker,169500,2023
162645,14448.0,0.8898015058179329,1,8,South,Agent,1265300,2024
162648,14449.0,0.9527720739219712,1,13,North,Broker,977800,2022
162650,14450.0,0.9336071184120466,1,9,North,Agent,1067900,2024
162657,14451.0,0.8323066392881588,1,2,East,Broker,833600,2022
162675,14452.0,0.8350444900752909,1,14,South,Broker,2685000,2023
162683,14453.0,0.8487337440109514,1,11,West,Agent,935100,2024
162693,14454.0,0.9089664613278576,2,10,South,Agent,306000,2023
162693,14455.0,0.9089664613278576,2,10,South,Agent,306000,2023
162694,14456.0,1.0,1,11,Central,Online,1106000,2024
162695,14457.0,0.8843258042436687,1,2,North,Online,371800,2024
162714,14458.0,0.8980150581793293,1,15,North,Agent,901300,2023
162720,14459.0,0.8542094455852156,1,4,North,Agent,1047900,2022
162724,14460.0,0.8898015058179329,1,0,Central,Bancassurance,493200,2024
162737,14461.0,1.0,1,2,West,Broker,647100,2021
162738,14462.0,0.8788501026694046,1,8,North,Online,2327500,2024
162739,14463.0,0.9418206707734428,1,14,West,Bancassurance,1256500,2023
162746,14465.0,0.9582477754962354,1,0,South,Agent,766600,2024
162756,14466.0,0.8706365503080082,1,9,North,Direct,610900,2022
162778,14467.0,1.0,1,5,West,Bancassurance,857800,2023
162781,14468.0,0.9062286105407256,1,4,South,Agent,771100,2018
162785,14469.0,1.0,1,12,South,Agent,639200,2018
162790,14470.0,0.922655715263518,2,12,South,Online,1388500,2019
162790,14471.0,0.922655715263518,2,12,South,Online,1388500,2019
162813,14472.0,0.9664613278576316,1,9,South,Direct,364600,2020
162820,14473.0,0.8323066392881588,1,12,West,Direct,1001800,2022
162857,14474.0,0.9034907597535934,1,15,South,Bancassurance,363700,2021
162908,14475.0,0.8678986995208761,1,11,South,Direct,2569200,2021
162921,14476.0,1.0,1,4,East,Agent,879200,2020
162932,14477.0,0.8514715947980835,1,3,North,Agent,709700,2020
162960,14478.0,1.0,1,10,North,Online,592300,2019
162961,14479.0,0.9774127310061602,1,8,West,Broker,1159400,2020
162965,14480.0,0.8350444900752909,1,0,Central,Agent,419600,2020
162995,14481.0,1.0,1,6,East,Agent,904300,2021
163006,14482.0,0.8815879534565366,1,2,West,Agent,775100,2024
163027,14483.0,0.9938398357289528,1,9,South,Broker,1194700,2021
163030,14484.0,0.840520191649555,1,8,South,Direct,358800,2022
163037,14485.0,1.0,1,1,South,Agent,475100,2022
163041,14486.0,1.0,1,10,Central,Agent,904700,2019
163059,14487.0,1.0,1,8,West,Broker,568800,2019
163073,14488.0,0.8350444900752909,1,2,East,Agent,169000,2023
163077,14490.0,1.0,2,10,South,Online,747000,2018
163077,14489.0,1.0,2,10,South,Online,747000,2018
163110,14491.0,0.8596851471594799,1,12,West,Online,615700,2022
163159,14492.0,0.9418206707734428,1,6,North,Online,610400,2022
163168,14493.0,0.919917864476386,1,6,East,Agent,1837800,2024
163175,14494.0,0.9336071184120466,1,6,North,Direct,790600,2020
163219,14495.0,0.971937029431896,1,8,North,Agent,1043700,2024
163227,14496.0,0.947296372347707,1,12,West,Agent,444000,2020
163240,14497.0,0.8733744010951403,1,3,North,Agent,914200,2022
163257,14498.0,0.9856262833675564,1,6,North,Bancassurance,583400,2020
163261,14499.0,0.8295687885010267,1,9,Central,Online,1197300,2022
163274,14500.0,0.9774127310061602,1,8,North,Broker,265000,2019
163282,14501.0,1.0,1,8,West,Agent,590800,2019
163294,14502.0,0.971937029431896,1,11,South,Agent,1597800,2021
163308,14503.0,1.0,1,15,East,Agent,195100,2024
163320,14504.0,0.971937029431896,1,15,North,Direct,909800,2019
163326,14505.0,1.0,1,2,West,Bancassurance,778500,2021
163334,14506.0,1.0,1,11,East,Broker,1009900,2019
163353,14507.0,0.9418206707734428,1,4,East,Direct,1275700,2018
163354,14508.0,0.892539356605065,1,13,East,Online,459000,2021
163362,14509.0,1.0,1,0,South,Agent,1165300,2022
163379,14510.0,0.840520191649555,1,11,East,Bancassurance,809900,2023
163381,14511.0,1.0,1,12,South,Broker,817800,2021
163401,14512.0,0.8761122518822724,1,10,West,Agent,1126300,2021
163405,14513.0,0.9336071184120466,1,9,North,Agent,1922300,2024
163413,14514.0,0.944558521560575,1,2,Central,Direct,432600,2021
163420,14515.0,0.8870636550308009,1,10,North,Online,647400,2018
163431,14516.0,0.9938398357289528,1,11,West,Agent,822400,2024
163433,14517.0,1.0,1,12,North,Online,388300,2022
163439,14518.0,1.0,1,14,West,Agent,919600,2021
163447,14519.0,1.0,1,0,West,Agent,917000,2021
163454,14520.0,1.0,1,1,North,Direct,961800,2022
163467,14521.0,0.919917864476386,1,14,Central,Online,620900,2024
163487,14522.0,0.919917864476386,1,10,South,Bancassurance,922200,2021
163495,14523.0,0.917180013689254,1,14,West,Agent,189300,2019
163497,14524.0,0.865160848733744,1,8,North,Online,1047700,2020
163511,14525.0,0.974674880219028,1,5,North,Direct,846200,2022
163539,14526.0,0.8733744010951403,1,9,South,Direct,110900,2019
163559,14527.0,1.0,1,15,Central,Agent,1538300,2022
163561,14528.0,1.0,1,9,North,Broker,447200,2020
163567,14529.0,0.9883641341546886,1,13,West,Agent,616000,2021
163568,14530.0,1.0,1,9,West,Broker,414400,2019
163582,14531.0,0.974674880219028,1,11,North,Agent,451900,2023
163601,14532.0,0.9965776865160848,1,2,South,Direct,362300,2022
163622,14533.0,1.0,1,9,South,Broker,612800,2019
163626,14534.0,1.0,1,8,South,Agent,450500,2023
163639,14535.0,1.0,1,13,South,Agent,1628800,2020
163640,14536.0,1.0,1,11,South,Agent,591000,2023
163654,14537.0,0.9774127310061602,1,10,South,Agent,1005100,2021
163670,14538.0,1.0,1,11,South,Direct,489700,2020
163706,14539.0,1.0,1,9,North,Online,595400,2018
163711,14540.0,0.9418206707734428,1,8,South,Bancassurance,422900,2020
163717,14541.0,1.0,1,3,West,Direct,239600,2018
163722,14542.0,0.8733744010951403,1,8,South,Broker,1041400,2024
163731,14543.0,0.9609856262833676,1,10,North,Online,1688900,2023
163739,14544.0,0.865160848733744,1,6,South,Direct,341900,2021
163768,14545.0,0.9007529089664612,1,4,West,Direct,836800,2018
163797,14546.0,0.9911019849418208,1,15,North,Broker,1624700,2018
163802,14547.0,0.969199178644764,1,3,South,Broker,986400,2019
163836,14548.0,0.9555099247091032,1,5,Central,Online,2622600,2021
163843,14549.0,1.0,1,10,South,Online,707300,2023
163850,14550.0,1.0,1,11,West,Bancassurance,1296300,2019
163854,14551.0,0.9007529089664612,1,5,South,Agent,443500,2018
163871,14552.0,1.0,1,7,East,Broker,371800,2018
163948,14553.0,0.9390828199863108,1,4,South,Online,617500,2019
163955,14554.0,1.0,1,6,North,Direct,1053700,2023
163957,14555.0,1.0,1,9,West,Agent,845600,2018
163972,14556.0,1.0,1,9,West,Broker,939900,2020
163974,14557.0,0.9062286105407256,1,0,South,Broker,321800,2019
163975,14558.0,0.8733744010951403,1,13,South,Broker,498800,2021
163990,14559.0,1.0,1,3,West,Agent,405900,2022
163995,14560.0,1.0,1,7,East,Online,735400,2023
164001,14561.0,0.8843258042436687,1,15,West,Direct,408300,2022
164058,14562.0,0.8761122518822724,1,13,Central,Broker,537300,2024
164063,14563.0,0.971937029431896,1,13,North,Direct,1998400,2018
164073,14564.0,0.865160848733744,1,9,South,Online,691700,2019
164094,14565.0,0.971937029431896,1,6,South,Agent,1473600,2020
164095,14566.0,0.9555099247091032,1,8,East,Online,577700,2020
164101,14567.0,0.8761122518822724,1,12,South,Agent,1102400,2023
164114,14568.0,0.947296372347707,1,7,South,Agent,917300,2019
164120,14569.0,1.0,1,8,North,Direct,848400,2023
164122,14570.0,0.9089664613278576,1,9,South,Bancassurance,378500,2021
164123,14571.0,1.0,1,9,South,Agent,1028800,2021
164129,14572.0,0.9582477754962354,1,7,West,Direct,928100,2023
164152,14573.0,0.8870636550308009,1,9,South,Broker,729100,2022
164153,14574.0,0.9965776865160848,1,4,South,Direct,412500,2023
164154,14575.0,1.0,1,15,East,Agent,554200,2019
164177,14576.0,1.0,1,12,East,Online,532000,2023
164182,14577.0,0.9308692676249144,1,11,North,Broker,1283200,2018
164194,14578.0,1.0,1,10,North,Agent,1082100,2021
164202,14579.0,0.9883641341546886,1,15,Central,Agent,927700,2023
164213,14580.0,0.9034907597535934,1,12,East,Agent,558400,2018
164224,14581.0,0.8542094455852156,1,14,West,Agent,976300,2022
164232,14582.0,0.8980150581793293,1,14,South,Broker,347600,2021
164258,14583.0,1.0,1,1,North,Online,723900,2018
164280,14584.0,0.8898015058179329,1,14,South,Broker,340500,2023
164314,14585.0,1.0,1,6,West,Agent,348700,2020
164321,14586.0,0.8733744010951403,1,7,West,Broker,1012000,2020
164328,14587.0,0.9034907597535934,1,7,East,Direct,1372000,2020
164338,14588.0,0.8624229979466119,1,3,West,Agent,442200,2024
164350,14589.0,1.0,1,0,South,Agent,1463200,2020
164352,14590.0,1.0,1,12,West,Online,1083900,2024
164355,14591.0,1.0,1,1,East,Online,1155400,2024
164361,14592.0,1.0,1,15,East,Online,579700,2023
164369,14593.0,0.8733744010951403,1,6,South,Direct,463800,2023
164381,14594.0,0.9637234770704995,1,1,East,Online,1213600,2022
164383,14595.0,0.919917864476386,1,1,South,Agent,281100,2022
164388,14596.0,1.0,1,15,North,Direct,624200,2019
164391,14597.0,0.8240930869267625,1,3,East,Bancassurance,835300,2018
164416,14598.0,0.947296372347707,1,14,West,Agent,1773900,2020
164431,14599.0,0.969199178644764,1,7,Central,Agent,652300,2023
164435,14600.0,1.0,1,0,South,Online,732200,2020
164466,14601.0,1.0,1,14,North,Online,757500,2019
164467,14602.0,1.0,1,5,West,Online,326800,2023
164471,14603.0,0.9555099247091032,1,15,North,Agent,546300,2021
164481,14604.0,0.9774127310061602,1,1,West,Agent,1304300,2020
164488,14605.0,0.837782340862423,1,12,North,Broker,312700,2022
164490,14606.0,0.914442162902122,1,8,North,Agent,416100,2022
164499,14607.0,0.8350444900752909,1,8,West,Broker,335100,2019
164505,14608.0,0.919917864476386,1,2,West,Agent,1177500,2021
164509,14609.0,0.840520191649555,1,4,West,Online,661200,2020
164531,14610.0,0.837782340862423,1,11,South,Broker,864700,2023
164535,14611.0,0.9336071184120466,1,10,North,Bancassurance,607300,2019
164565,14612.0,0.8678986995208761,1,13,East,Agent,507800,2018
164586,14613.0,1.0,1,5,West,Agent,232800,2024
164587,14614.0,1.0,1,5,South,Direct,302000,2023
164612,14615.0,0.9336071184120466,1,0,West,Bancassurance,524200,2022
164623,14616.0,0.9774127310061602,1,0,East,Online,1881300,2024
164629,14617.0,0.9089664613278576,1,3,East,Agent,608400,2024
164632,14618.0,1.0,1,13,East,Agent,541200,2022
164633,14619.0,1.0,1,14,North,Direct,1137300,2021
164641,14620.0,0.8843258042436687,1,0,West,Agent,595200,2019
164642,14621.0,0.8350444900752909,2,14,South,Online,453100,2019
164642,14622.0,0.8350444900752909,2,14,South,Online,453100,2019
164646,14623.0,1.0,1,15,West,Broker,799000,2019
164661,14624.0,0.944558521560575,1,13,North,Broker,980800,2018
164663,14625.0,1.0,1,11,North,Agent,570800,2022
164711,14626.0,0.892539356605065,1,0,West,Direct,1453100,2018
164738,14627.0,1.0,1,11,East,Bancassurance,829200,2022
164741,14628.0,1.0,1,15,West,Agent,571700,2018
164772,14629.0,0.9774127310061602,1,14,South,Broker,595700,2024
164792,14630.0,0.9582477754962354,1,12,South,Agent,857700,2019
164793,14631.0,1.0,1,10,South,Online,491200,2019
164796,14632.0,0.9527720739219712,1,15,North,Online,490700,2023
164838,14633.0,0.971937029431896,1,14,West,Agent,896500,2018
164872,14634.0,0.8459958932238193,1,10,South,Online,778000,2021
164888,14635.0,1.0,1,14,East,Agent,1100500,2020
164890,14636.0,1.0,1,14,South,Online,313500,2019
164896,14637.0,0.9965776865160848,1,14,East,Broker,1137900,2022
164919,14638.0,0.8350444900752909,1,11,West,Agent,551600,2020
164925,14639.0,0.917180013689254,1,14,East,Agent,1666700,2023
164935,14640.0,0.8240930869267625,1,11,East,Broker,1599200,2023
164956,14641.0,0.8542094455852156,1,8,Central,Broker,461300,2018
164966,14642.0,0.8952772073921971,1,2,South,Online,935700,2022
165010,14643.0,1.0,1,7,East,Broker,1129700,2018
165012,14644.0,0.8898015058179329,1,12,South,Agent,291700,2020
165028,14645.0,1.0,1,13,East,Bancassurance,1767400,2024
165040,14646.0,1.0,1,9,West,Agent,637700,2020
165041,14647.0,0.8268309377138946,1,14,North,Online,731300,2020
165046,14648.0,0.8898015058179329,1,8,East,Online,359800,2020
165055,14649.0,1.0,1,4,South,Agent,1179800,2024
165077,14650.0,0.917180013689254,1,9,North,Agent,546500,2024
165109,14651.0,0.9390828199863108,1,0,Central,Direct,279500,2021
165110,14652.0,0.9637234770704995,1,13,West,Bancassurance,348200,2019
165126,14653.0,0.840520191649555,1,7,West,Agent,507300,2022
165135,14654.0,1.0,1,13,East,Agent,1382000,2019
165159,14655.0,0.9418206707734428,1,7,West,Online,783200,2022
165164,14656.0,1.0,1,1,South,Online,1272100,2019
165167,14657.0,1.0,1,1,South,Agent,941200,2024
165176,14658.0,0.8870636550308009,1,2,South,Agent,501300,2020
165187,14659.0,0.8788501026694046,1,4,East,Agent,360400,2018
165198,14660.0,1.0,1,5,West,Online,723400,2022
165205,14661.0,1.0,1,9,West,Agent,539300,2022
165228,14662.0,0.9664613278576316,1,12,South,Agent,414600,2019
165234,14663.0,1.0,1,9,South,Agent,886300,2020
165238,14664.0,1.0,1,6,East,Agent,975700,2023
165280,14665.0,0.9609856262833676,1,5,North,Agent,567500,2018
165282,14666.0,1.0,1,0,East,Agent,246800,2022
165283,14667.0,0.8952772073921971,1,7,North,Online,408700,2022
165294,14668.0,1.0,1,4,South,Agent,670800,2022
165300,14669.0,1.0,1,5,West,Agent,755700,2024
165304,14671.0,0.9801505817932924,2,5,North,Broker,323000,2018
165304,14670.0,0.9801505817932924,2,5,North,Broker,323000,2018
165321,14672.0,0.8295687885010267,1,12,North,Broker,553400,2023
165340,14673.0,1.0,1,3,West,Agent,363900,2020
165379,14674.0,0.840520191649555,1,11,Central,Broker,233900,2020
165383,14675.0,0.8980150581793293,1,9,West,Agent,431900,2022
165421,14676.0,1.0,1,0,North,Online,2113900,2018
165427,14677.0,1.0,1,14,South,Direct,263700,2021
165434,14678.0,0.865160848733744,1,12,North,Agent,1516500,2018
165435,14679.0,0.8788501026694046,1,12,East,Online,447800,2023
165460,14680.0,1.0,1,15,South,Online,1160300,2020
165463,14681.0,1.0,1,15,West,Broker,274700,2023
165466,14682.0,0.9883641341546886,1,2,West,Agent,1731000,2022
165467,14683.0,0.9801505817932924,1,15,South,Direct,563300,2022
165489,14684.0,1.0,1,2,East,Agent,239600,2022
165490,14685.0,0.8569472963723477,1,14,East,Agent,677600,2020
165495,14686.0,0.999315537303217,2,12,South,Broker,695100,2021
165495,14687.0,0.999315537303217,2,12,South,Broker,695100,2021
165498,14688.0,0.9089664613278576,1,12,East,Agent,666700,2023
165513,14689.0,1.0,2,15,West,Online,595500,2024
165513,14690.0,1.0,2,15,West,Online,595500,2024
165516,14691.0,0.8952772073921971,1,13,Central,Direct,443200,2021
165544,14692.0,0.8542094455852156,1,10,North,Broker,1077900,2021
165556,14693.0,1.0,1,4,North,Bancassurance,1280300,2018
165558,14694.0,0.9828884325804244,1,13,West,Broker,828800,2019
165562,14695.0,1.0,1,1,South,Online,1148100,2019
165565,14696.0,0.840520191649555,1,15,North,Broker,930200,2019
165580,14697.0,0.8815879534565366,1,7,North,Broker,1042800,2020
165591,14698.0,1.0,1,12,North,Agent,514800,2021
165597,14699.0,0.9637234770704995,1,2,South,Direct,643400,2018
165616,14700.0,1.0,1,0,West,Agent,380100,2018
165640,14701.0,1.0,1,7,West,Online,586200,2019
165647,14702.0,0.8898015058179329,1,14,North,Broker,722000,2020
165658,14703.0,0.8678986995208761,1,1,North,Agent,1750700,2024
165660,14704.0,0.9883641341546886,1,9,South,Direct,1634000,2023
165663,14705.0,0.9418206707734428,1,10,West,Online,761000,2018
165692,14706.0,1.0,1,8,South,Bancassurance,260200,2021
165702,14707.0,0.919917864476386,1,4,North,Broker,289900,2021
165746,14708.0,0.9336071184120466,1,13,North,Agent,678900,2024
165748,14709.0,0.9856262833675564,1,4,East,Direct,490600,2022
165761,14710.0,0.9609856262833676,1,0,North,Agent,316200,2021
165773,14711.0,0.8843258042436687,1,15,North,Agent,262900,2019
165776,14712.0,0.922655715263518,1,14,East,Agent,448400,2020
165785,14713.0,0.919917864476386,1,1,North,Agent,1019700,2024
165788,14714.0,1.0,1,15,Central,Agent,765400,2022
165799,14715.0,0.8268309377138946,1,4,North,Agent,273000,2020
165802,14716.0,0.8268309377138946,1,8,South,Broker,1177900,2024
165808,14717.0,0.9828884325804244,1,7,South,Online,1054200,2019
165814,14718.0,0.865160848733744,1,6,South,Bancassurance,200200,2020
165822,14719.0,0.8678986995208761,1,7,South,Online,584500,2020
165827,14721.0,0.8898015058179329,1,15,East,Broker,432800,2020
165833,14722.0,1.0,2,5,West,Agent,1797900,2018
165833,14723.0,1.0,2,5,West,Agent,1797900,2018
165834,14724.0,1.0,1,4,South,Direct,820500,2020
165847,14725.0,0.947296372347707,1,12,South,Direct,353400,2022
165848,14726.0,0.9062286105407256,1,12,West,Agent,937900,2020
165858,14727.0,1.0,1,9,North,Direct,2200200,2019
165862,14728.0,0.8542094455852156,1,13,East,Agent,1938600,2024
165868,14729.0,1.0,1,9,North,Agent,893400,2021
165876,14730.0,0.9390828199863108,1,3,West,Agent,426800,2021
165881,14731.0,1.0,1,6,North,Agent,553200,2023
165889,14732.0,1.0,1,12,East,Direct,1799300,2021
165919,14733.0,0.8815879534565366,1,12,North,Agent,538900,2022
165938,14734.0,0.9965776865160848,1,12,South,Agent,1157800,2020
165955,14735.0,1.0,1,15,West,Agent,297700,2020
165984,14736.0,0.8898015058179329,1,8,North,Online,1066700,2018
166005,14737.0,0.9938398357289528,1,6,West,Agent,939600,2024
166010,14738.0,1.0,1,14,South,Direct,1006500,2019
166035,14739.0,0.8350444900752909,1,0,West,Direct,701900,2024
166045,14740.0,1.0,1,12,West,Agent,276000,2023
166065,14741.0,1.0,1,4,North,Agent,374000,2021
166080,14742.0,0.971937029431896,1,7,South,Broker,1252000,2024
166087,14743.0,1.0,1,1,West,Online,771600,2024
166092,14744.0,1.0,1,5,Central,Broker,456000,2018
166096,14745.0,0.917180013689254,1,11,South,Agent,2020800,2021
166106,14746.0,1.0,1,10,North,Agent,760900,2018
166117,14747.0,1.0,1,11,North,Bancassurance,599400,2022
166118,14748.0,0.9828884325804244,1,1,North,Direct,431000,2021
166135,14749.0,0.9965776865160848,1,8,East,Broker,471500,2019
166136,14750.0,1.0,1,14,North,Agent,1495900,2019
166143,14751.0,0.9390828199863108,1,9,West,Agent,436400,2022
166153,14753.0,0.8788501026694046,2,4,East,Agent,288300,2020
166153,14752.0,0.8788501026694046,2,4,East,Agent,288300,2020
166166,14754.0,0.9965776865160848,1,6,West,Broker,711700,2023
166183,14755.0,0.8761122518822724,1,15,Central,Broker,1003800,2023
166199,14756.0,0.9281314168377824,1,14,North,Bancassurance,168000,2024
166201,14757.0,0.9500342231348392,1,14,North,Broker,310400,2022
166211,14758.0,0.8350444900752909,1,14,East,Agent,257100,2024
166212,14759.0,1.0,1,7,West,Agent,1816300,2019
166240,14760.0,0.9336071184120466,1,12,West,Agent,2278200,2020
166254,14761.0,0.9418206707734428,1,10,North,Online,875300,2021
166265,14762.0,0.8350444900752909,1,9,South,Agent,902200,2020
166272,14763.0,0.9828884325804244,1,14,East,Broker,838400,2019
166280,14764.0,0.9637234770704995,1,15,South,Online,1082000,2022
166297,14765.0,0.914442162902122,1,11,East,Agent,1478600,2022
166308,14766.0,0.8898015058179329,1,15,East,Broker,917900,2023
166318,14767.0,1.0,1,14,West,Agent,274700,2020
166326,14768.0,1.0,1,0,South,Bancassurance,999900,2019
166328,14769.0,0.8843258042436687,1,13,North,Agent,593100,2022
166337,14770.0,1.0,1,15,West,Agent,1317200,2021
166359,14771.0,1.0,1,12,North,Agent,599300,2023
166361,14772.0,1.0,1,0,West,Direct,788100,2021
166370,14773.0,1.0,1,13,North,Agent,744600,2023
166377,14774.0,1.0,1,2,East,Agent,424100,2024
166410,14775.0,0.9336071184120466,1,11,North,Broker,1220000,2021
166422,14776.0,0.8323066392881588,1,11,West,Online,631000,2024
166445,14777.0,1.0,1,5,South,Online,318500,2020
166455,14778.0,0.9774127310061602,1,7,West,Agent,2387500,2023
166486,14779.0,0.914442162902122,1,15,North,Agent,631500,2019
166493,14780.0,1.0,1,6,West,Agent,828200,2020
166504,14781.0,0.8788501026694046,1,5,West,Broker,682400,2022
166507,14782.0,0.8706365503080082,1,8,Central,Agent,492200,2022
166550,14783.0,0.8980150581793293,1,9,West,Online,2582200,2019
166564,14784.0,1.0,1,4,East,Agent,662400,2021
166586,14785.0,0.974674880219028,1,8,North,Agent,948300,2018
166595,14786.0,1.0,1,10,West,Agent,868800,2023
166601,14787.0,0.917180013689254,1,11,Central,Broker,549200,2021
166612,14788.0,1.0,1,8,South,Online,1369900,2019
166619,14789.0,0.9801505817932924,1,3,West,Direct,585300,2019
166632,14790.0,0.974674880219028,1,5,Central,Direct,655600,2022
166634,14791.0,0.9938398357289528,1,15,West,Agent,272000,2020
