policy_id,claim_id,accident_date,accident_year,development_year,claim_amount
178504.0,15930,2019-12-29,2019,5,16089.0
178505.0,15931,2022-03-22,2022,0,41648.0
178514.0,15932,2019-04-01,2019,3,197172.0
178517.0,15933,2021-10-16,2021,3,46122.0
178518.0,15934,2022-07-20,2022,1,217729.0
178539.0,15935,2022-07-02,2022,0,91731.0
178559.0,15936,2021-02-01,2021,4,32249.0
178572.0,15937,2021-10-25,2021,3,88673.0
178581.0,15938,2020-10-29,2020,4,21062.0
178604.0,15939,2024-01-29,2024,1,107262.0
178609.0,15940,2022-11-06,2022,2,92777.0
178609.0,15941,2022-05-02,2022,3,116956.0
178616.0,15942,2020-12-16,2020,2,135783.0
178646.0,15943,2024-01-13,2024,0,82733.0
178649.0,15944,2019-08-31,2019,1,62493.0
178664.0,15945,2024-12-15,2024,0,61063.0
178676.0,15946,2023-02-27,2023,0,94837.0
178680.0,15947,2022-06-29,2022,2,192837.0
178687.0,15948,2023-09-18,2023,1,150746.0
178689.0,15949,2021-04-30,2021,3,60356.0
178698.0,15950,2020-02-06,2020,4,54406.0
178701.0,15951,2018-11-21,2018,0,67767.0
178719.0,15952,2019-01-13,2019,4,294003.0
178724.0,15953,2018-06-01,2018,5,289691.0
178724.0,15954,2018-08-20,2018,5,69869.0
178736.0,15955,2024-11-26,2024,1,87936.0
178741.0,15956,2022-04-02,2022,1,38811.0
178764.0,15957,2021-10-10,2021,1,87463.0
178768.0,15958,2021-09-26,2021,3,180968.0
178804.0,15959,2022-07-20,2022,3,365524.0
178809.0,15960,2021-10-09,2021,2,95001.0
178815.0,15961,2020-02-14,2020,0,87834.0
178850.0,15962,2022-08-16,2022,0,19190.0
178872.0,15963,2022-09-04,2022,2,109084.0
178879.0,15964,2024-08-08,2024,0,73950.0
178879.0,15965,2024-09-17,2024,0,104817.0
178893.0,15966,2023-12-26,2023,1,67231.0
178894.0,15967,2025-03-11,2025,0,152207.0
178909.0,15968,2019-08-15,2019,0,70525.0
178924.0,15969,2025-04-19,2025,0,45925.0
178954.0,15970,2024-09-19,2024,1,334192.0
178960.0,15971,2024-02-07,2024,0,57133.0
178964.0,15972,2022-09-03,2022,0,14231.0
178968.0,15973,2020-05-27,2020,5,47062.0
178977.0,15974,2025-02-19,2025,0,155557.0
178978.0,15975,2024-01-05,2024,0,123718.0
178984.0,15976,2022-12-10,2022,0,73180.0
178985.0,15977,2024-10-29,2024,0,35367.0
178999.0,15978,2021-03-30,2021,2,34412.0
179011.0,15979,2024-02-05,2024,0,62883.0
179016.0,15980,2018-11-23,2018,6,109936.0
179045.0,15981,2020-11-27,2020,1,26063.0
179053.0,15982,2020-09-24,2020,1,57467.0
179058.0,15983,2020-02-24,2020,3,99892.0
179061.0,15984,2024-10-17,2024,0,23134.0
179074.0,15985,2023-10-18,2023,2,29616.0
179096.0,15986,2023-07-20,2023,2,374330.0
179104.0,15987,2021-06-17,2021,3,6356.0
179105.0,15988,2022-01-07,2022,3,84109.0
179115.0,15989,2020-12-11,2020,0,82580.0
179119.0,15990,2022-06-17,2022,2,87014.0
179134.0,15991,2019-03-23,2019,3,20097.0
179135.0,15992,2023-04-14,2023,0,114075.0
179138.0,15993,2023-01-30,2023,1,115982.0
179140.0,15994,2024-08-18,2024,0,74682.0
179159.0,15995,2022-01-26,2022,3,319835.0
179183.0,15996,2022-03-27,2022,2,146338.0
179192.0,15997,2020-02-29,2020,5,13338.0
179198.0,15998,2023-05-02,2023,0,19183.0
179199.0,15999,2023-10-29,2023,0,30195.0
179206.0,16000,2022-09-06,2022,2,23993.0
179216.0,16001,2022-07-26,2022,3,93230.0
179227.0,16002,2019-08-01,2019,4,135404.0
179244.0,16003,2022-05-17,2022,0,5861.0
179245.0,16004,2022-03-31,2022,3,85697.0
179250.0,16005,2022-06-16,2022,2,58099.0
179256.0,16006,2018-08-05,2018,0,17314.0
179301.0,16007,2022-08-07,2022,3,20663.0
179301.0,16008,2022-08-15,2022,2,136548.0
179306.0,16009,2024-10-25,2024,1,21648.0
179311.0,16010,2021-06-26,2021,4,86954.0
179328.0,16011,2020-05-10,2020,2,129987.0
179358.0,16012,2021-04-10,2021,2,63482.0
179382.0,16013,2018-08-19,2018,1,3706.0
179383.0,16014,2023-03-24,2023,0,347063.0
179455.0,16015,2018-12-04,2018,2,7160.0
179477.0,16016,2022-04-19,2022,1,27762.0
179480.0,16017,2020-06-03,2020,4,36919.0
179491.0,16018,2020-12-22,2020,0,119203.0
179507.0,16019,2018-10-05,2018,3,60652.0
179540.0,16020,2024-09-07,2024,0,37686.0
179548.0,16021,2019-05-05,2019,4,158486.0
179561.0,16022,2022-11-13,2022,1,58232.0
179567.0,16023,2022-09-16,2022,1,80871.0
179573.0,16024,2023-08-15,2023,0,14666.0
179623.0,16025,2023-05-15,2023,1,22728.0
179632.0,16026,2022-04-27,2022,0,30480.0
179633.0,16027,2018-11-09,2018,0,150651.0
179639.0,16028,2020-08-24,2020,0,307956.0
179689.0,16029,2025-02-04,2025,0,141809.0
179716.0,16030,2018-06-28,2018,1,113346.0
179719.0,16031,2025-05-08,2025,0,43200.0
179729.0,16032,2024-08-14,2024,0,276633.0
179757.0,16033,2024-06-18,2024,0,47155.0
179792.0,16034,2023-01-19,2023,0,314393.0
179792.0,16035,2023-01-16,2023,2,60693.0
179800.0,16036,2022-01-11,2022,3,22770.0
179805.0,16037,2019-05-22,2019,3,63729.0
179839.0,16038,2019-04-15,2019,1,59767.0
179840.0,16039,2022-04-25,2022,0,127067.0
179841.0,16040,2024-03-11,2024,0,137020.0
179864.0,16041,2019-06-24,2019,3,52315.0
179869.0,16042,2019-11-01,2019,2,66478.0
179875.0,16043,2020-09-05,2020,0,70599.0
179876.0,16044,2022-01-21,2022,0,143337.0
179888.0,16045,2019-02-15,2019,4,20290.0
179897.0,16046,2019-12-02,2019,5,15621.0
179913.0,16047,2018-11-16,2018,7,19361.0
179917.0,16048,2022-12-08,2022,1,111088.0
179921.0,16049,2021-04-04,2021,4,273660.0
179933.0,16050,2021-12-01,2021,2,130078.0
179942.0,16051,2022-01-24,2022,2,158106.0
179945.0,16052,2024-01-09,2024,1,39385.0
179946.0,16053,2019-04-05,2019,4,50170.0
179952.0,16054,2022-04-13,2022,3,18651.0
179954.0,16055,2025-08-31,2025,0,56046.0
179979.0,16056,2019-01-31,2019,3,318608.0
179983.0,16057,2024-10-20,2024,1,51279.0
179983.0,16058,2024-09-15,2024,0,220927.0
179994.0,16059,2020-10-15,2020,4,126075.0
180004.0,16060,2024-03-31,2024,0,218809.0
180011.0,16061,2025-06-24,2025,0,83374.0
180013.0,16062,2024-01-01,2024,1,114466.0
180016.0,16063,2023-04-15,2023,1,72646.0
180016.0,16064,2023-01-09,2023,0,113533.0
180035.0,16065,2022-11-23,2022,3,47036.0
180041.0,16066,2020-03-22,2020,3,22352.0
180059.0,16067,2021-01-14,2021,3,51933.0
180069.0,16068,2025-02-20,2025,0,63376.0
180073.0,16069,2022-07-17,2022,3,140959.0
180091.0,16070,2019-07-28,2019,2,33364.0
180109.0,16071,2020-12-23,2020,1,246356.0
180110.0,16072,2022-05-24,2022,0,101340.0
180113.0,16073,2023-03-18,2023,0,122228.0
180113.0,16074,2023-10-02,2023,1,29705.0
180117.0,16075,2021-07-19,2021,0,264256.0
180120.0,16076,2021-12-15,2021,4,79390.0
180122.0,16077,2024-03-09,2024,0,24343.0
180133.0,16078,2023-01-26,2023,0,89031.0
180141.0,16079,2018-11-07,2018,6,427427.0
180144.0,16080,2020-08-26,2020,0,183277.0
180152.0,16081,2023-11-03,2023,2,36397.0
180157.0,16082,2025-04-08,2025,0,40760.0
180172.0,16083,2022-09-11,2022,1,74293.0
180200.0,16084,2020-04-27,2020,0,62433.0
180231.0,16085,2021-12-19,2021,2,106622.0
180235.0,16086,2022-12-30,2022,2,299379.0
180258.0,16087,2024-04-07,2024,0,595570.0
180260.0,16088,2023-08-07,2023,1,37698.0
180271.0,16089,2023-12-15,2023,2,86193.0
180301.0,16090,2021-12-11,2021,3,51916.0
180313.0,16091,2019-12-16,2019,4,115938.0
180326.0,16092,2022-05-03,2022,1,46880.0
180346.0,16093,2022-08-26,2022,2,148737.0
180353.0,16094,2024-03-10,2024,0,8006.0
180368.0,16095,2022-05-18,2022,3,299972.0
180370.0,16096,2022-01-09,2022,0,69037.0
180377.0,16097,2020-02-04,2020,1,15862.0
180396.0,16098,2021-09-17,2021,4,108682.0
180407.0,16099,2023-12-10,2023,1,47671.0
180408.0,16100,2025-08-14,2025,0,15815.0
180410.0,16101,2020-02-25,2020,5,24429.0
180412.0,16102,2021-06-17,2021,2,40230.0
180414.0,16103,2020-01-27,2020,1,46636.0
180434.0,16104,2024-09-08,2024,1,15271.0
180440.0,16105,2018-11-26,2018,2,37850.0
180465.0,16106,2021-05-16,2021,3,86248.0
180490.0,16107,2020-05-31,2020,3,33540.0
180505.0,16108,2020-07-23,2020,2,326667.0
180505.0,16109,2020-09-19,2020,1,14967.0
180553.0,16110,2024-04-03,2024,0,151917.0
180555.0,16111,2020-12-25,2020,3,38753.0
180582.0,16112,2023-07-01,2023,2,272486.0
180604.0,16113,2021-11-06,2021,0,67012.0
180611.0,16114,2020-10-28,2020,5,80927.0
180614.0,16115,2020-05-19,2020,1,55728.0
180625.0,16116,2024-11-18,2024,0,43080.0
180665.0,16117,2024-11-19,2024,0,16413.0
180670.0,16118,2022-09-06,2022,3,107511.0
180685.0,16119,2022-10-15,2022,3,48235.0
180694.0,16120,2021-06-22,2021,0,59149.0
180703.0,16121,2019-06-16,2019,6,358881.0
180709.0,16122,2021-02-23,2021,3,70760.0
180710.0,16123,2019-01-22,2019,4,188999.0
180711.0,16124,2020-04-06,2020,1,645930.0
180713.0,16125,2023-05-12,2023,2,67605.0
180714.0,16126,2020-02-08,2020,3,92967.0
180727.0,16127,2020-05-17,2020,2,40585.0
180751.0,16128,2023-11-21,2023,1,100988.0
180764.0,16129,2023-09-29,2023,2,51287.0
180775.0,16130,2023-05-18,2023,0,31562.0
180779.0,16131,2024-01-23,2024,0,38319.0
180781.0,16132,2020-06-30,2020,5,43854.0
180794.0,16133,2018-02-06,2018,3,106137.0
180811.0,16134,2019-05-18,2019,5,50897.0
180837.0,16135,2020-09-22,2020,2,48542.0
180854.0,16136,2020-09-19,2020,3,116458.0
180864.0,16137,2021-03-05,2021,1,58663.0
180865.0,16138,2019-06-16,2019,6,40259.0
180890.0,16139,2023-12-26,2023,2,68119.0
180906.0,16140,2020-12-28,2020,2,57658.0
180907.0,16141,2023-11-03,2023,2,133102.0
180920.0,16142,2021-11-02,2021,2,1236510.0
180923.0,16143,2023-04-29,2023,2,38105.0
180938.0,16144,2023-03-22,2023,2,74415.0
180949.0,16145,2023-03-01,2023,1,82927.0
180963.0,16146,2023-05-12,2023,1,19587.0
180963.0,16147,2023-02-12,2023,0,113790.0
180965.0,16148,2023-10-26,2023,0,81048.0
180997.0,16149,2019-10-22,2019,1,32063.0
181007.0,16150,2022-07-16,2022,1,65097.0
181010.0,16151,2020-08-19,2020,3,274385.0
181030.0,16152,2024-04-25,2024,0,39736.0
181056.0,16153,2020-07-05,2020,4,51933.0
181057.0,16154,2024-03-28,2024,0,58251.0
181067.0,16155,2023-02-20,2023,1,111703.0
181096.0,16156,2022-02-11,2022,0,44328.0
181110.0,16157,2024-11-07,2024,1,98907.0
181132.0,16158,2018-10-15,2018,5,19907.0
181136.0,16159,2020-09-10,2020,2,258562.0
181143.0,16160,2024-01-27,2024,1,119563.0
181155.0,16161,2024-04-15,2024,1,143949.0
181155.0,16162,2024-01-31,2024,1,89718.0
181158.0,16163,2022-01-10,2022,3,79005.0
181172.0,16164,2024-02-04,2024,0,100246.0
181176.0,16165,2023-06-18,2023,1,26056.0
181179.0,16166,2018-10-22,2018,2,209240.0
181181.0,16167,2019-07-22,2019,5,308128.0
181183.0,16168,2019-03-02,2019,0,123018.0
181198.0,16169,2023-06-29,2023,0,68947.0
181205.0,16170,2018-08-09,2018,7,177469.0
181224.0,16171,2018-11-05,2018,0,3341.0
181260.0,16172,2021-08-09,2021,1,116905.0
181274.0,16173,2025-12-01,2025,0,27482.0
181275.0,16174,2022-08-12,2022,2,21155.0
181296.0,16175,2023-06-18,2023,2,276514.0
181319.0,16176,2023-02-28,2023,1,48948.0
181321.0,16177,2023-03-10,2023,2,98702.0
181324.0,16178,2023-11-20,2023,0,53089.0
181329.0,16179,2020-05-07,2020,0,39751.0
181369.0,16180,2022-06-03,2022,1,80104.0
181389.0,16181,2023-04-10,2023,2,164876.0
181389.0,16182,2023-05-06,2023,0,127109.0
181392.0,16183,2024-11-21,2024,0,38001.0
181394.0,16184,2023-10-26,2023,1,157263.0
181437.0,16185,2022-07-19,2022,3,101940.0
181446.0,16186,2024-11-28,2024,1,86015.0
181447.0,16187,2019-05-22,2019,3,32216.0
181447.0,16188,2019-10-11,2019,2,54957.0
181451.0,16189,2024-08-10,2024,0,69503.0
181453.0,16190,2022-01-22,2022,3,129304.0
181455.0,16191,2025-05-14,2025,0,38906.0
181460.0,16192,2018-10-12,2018,3,44949.0
181466.0,16193,2024-04-08,2024,1,79067.0
181474.0,16194,2021-02-16,2021,0,32575.0
181490.0,16195,2019-07-11,2019,6,72579.0
181516.0,16196,2022-02-07,2022,1,124032.0
181517.0,16197,2020-11-25,2020,2,64911.0
181523.0,16198,2020-08-18,2020,3,42000.0
181525.0,16199,2022-03-03,2022,1,15884.0
181531.0,16200,2018-07-20,2018,2,150660.0
181540.0,16201,2023-06-08,2023,0,121390.0
181567.0,16202,2023-04-18,2023,1,188334.0
181579.0,16203,2024-05-22,2024,0,97054.0
181591.0,16204,2024-12-15,2024,0,30199.0
181628.0,16205,2021-11-11,2021,3,63177.0
181637.0,16206,2024-04-30,2024,0,184273.0
181640.0,16207,2019-09-06,2019,2,26008.0
181641.0,16208,2022-10-18,2022,3,159921.0
181647.0,16209,2025-03-27,2025,0,70830.0
181699.0,16210,2021-06-05,2021,1,170621.0
181705.0,16211,2023-09-11,2023,0,115776.0
181710.0,16212,2021-07-13,2021,0,28917.0
181715.0,16213,2023-09-07,2023,1,60970.0
181727.0,16214,2021-06-28,2021,4,158713.0
181735.0,16215,2020-01-20,2020,4,256789.0
181739.0,16216,2020-05-23,2020,5,28346.0
181746.0,16217,2020-09-26,2020,5,67849.0
181753.0,16218,2023-06-12,2023,1,36602.0
181766.0,16219,2022-01-04,2022,1,16891.0
181792.0,16220,2022-02-27,2022,2,93341.0
181800.0,16221,2019-05-22,2019,4,105006.0
181808.0,16222,2024-08-09,2024,1,153096.0
181826.0,16223,2022-11-20,2022,3,7703.0
181833.0,16224,2024-08-23,2024,1,51149.0
181838.0,16225,2022-12-05,2022,2,58580.0
181856.0,16226,2024-12-26,2024,0,17958.0
181857.0,16227,2020-12-02,2020,0,35643.0
181862.0,16228,2020-08-26,2020,2,157663.0
181864.0,16229,2019-09-22,2019,2,257459.0
181879.0,16230,2022-03-06,2022,2,95159.0
181927.0,16231,2021-11-26,2021,3,46979.0
181929.0,16232,2025-04-14,2025,0,149295.0
181931.0,16233,2024-06-05,2024,1,74501.0
181941.0,16234,2020-03-01,2020,2,75662.0
181944.0,16235,2019-08-21,2019,5,66597.0
181960.0,16236,2018-04-03,2018,6,20580.0
182004.0,16237,2024-04-17,2024,1,294141.0
182032.0,16238,2025-06-24,2025,0,82205.0
182042.0,16239,2023-03-05,2023,0,18379.0
182043.0,16240,2024-09-11,2024,0,339006.0
182050.0,16241,2024-05-24,2024,1,33148.0
182058.0,16242,2023-09-29,2023,2,385862.0
182059.0,16243,2024-04-18,2024,0,12664.0
182065.0,16244,2020-11-12,2020,3,297402.0
182075.0,16245,2020-01-30,2020,2,38182.0
182077.0,16246,2019-06-22,2019,6,74485.0
182079.0,16247,2019-07-17,2019,6,89698.0
182105.0,16248,2024-07-24,2024,1,296191.0
182109.0,16249,2023-03-08,2023,2,76339.0
182120.0,16250,2018-09-25,2018,1,42078.0
182122.0,16251,2019-08-06,2019,2,671400.0
182123.0,16252,2021-05-06,2021,3,64611.0
182135.0,16253,2021-05-04,2021,2,113337.0
182145.0,16254,2022-10-20,2022,3,181326.0
182146.0,16255,2019-11-01,2019,5,117913.0
182146.0,16256,2019-07-13,2019,6,49483.0
182161.0,16257,2024-04-06,2024,0,25898.0
182166.0,16258,2022-03-06,2022,0,7913.0
182175.0,16259,2024-11-03,2024,0,12499.0
182178.0,16260,2024-08-15,2024,1,127555.0
182186.0,16261,2024-10-06,2024,0,38226.0
182187.0,16262,2022-06-24,2022,2,97061.0
182240.0,16263,2022-12-26,2022,3,107416.0
182243.0,16264,2021-07-08,2021,0,11600.0
182246.0,16265,2022-05-06,2022,3,458278.0
182254.0,16266,2018-09-28,2018,6,229877.0
182262.0,16267,2019-08-02,2019,2,70446.0
182290.0,16268,2023-05-03,2023,0,74438.0
182295.0,16269,2023-08-26,2023,0,28263.0
182308.0,16270,2024-05-20,2024,1,93218.0
182309.0,16271,2021-03-18,2021,0,139553.0
182324.0,16272,2022-11-13,2022,1,23041.0
182341.0,16273,2025-06-07,2025,0,678952.0
182344.0,16274,2024-05-14,2024,1,18759.0
182351.0,16275,2019-12-01,2019,6,13859.0
182354.0,16276,2024-04-03,2024,1,203777.0
182365.0,16277,2020-12-27,2020,5,45725.0
182375.0,16278,2023-06-18,2023,1,687600.0
182385.0,16279,2020-10-05,2020,2,642248.0
182402.0,16280,2024-11-18,2024,0,93759.0
182404.0,16281,2022-10-15,2022,3,81052.0
182454.0,16282,2024-11-16,2024,0,45304.0
182455.0,16283,2024-03-20,2024,1,476751.0
182471.0,16284,2020-04-12,2020,0,48840.0
182499.0,16285,2023-04-02,2023,0,46531.0
182537.0,16286,2020-01-17,2020,4,78391.0
182548.0,16287,2024-08-23,2024,1,39785.0
182553.0,16288,2019-01-25,2019,3,50688.0
182570.0,16289,2024-09-04,2024,1,122041.0
182604.0,16290,2018-05-22,2018,4,23641.0
182612.0,16291,2020-05-02,2020,0,72812.0
182621.0,16292,2020-10-06,2020,0,70508.0
182642.0,16293,2018-09-21,2018,5,71224.0
182669.0,16294,2020-01-06,2020,5,12980.0
182671.0,16295,2021-03-10,2021,2,195244.0
182674.0,16296,2021-03-08,2021,2,18642.0
182690.0,16297,2025-02-16,2025,0,37465.0
182697.0,16298,2022-02-14,2022,2,852480.0
182713.0,16299,2024-05-14,2024,0,139112.0
182741.0,16300,2021-09-20,2021,0,130264.0
182767.0,16301,2025-02-19,2025,0,99483.0
182796.0,16302,2019-04-13,2019,3,46090.0
182819.0,16303,2022-12-19,2022,0,19298.0
182842.0,16304,2023-03-15,2023,2,852457.0
182843.0,16305,2025-01-09,2025,0,28914.0
182849.0,16306,2019-04-11,2019,0,11335.0
182855.0,16307,2025-04-05,2025,0,152172.0
182863.0,16308,2022-04-01,2022,0,214728.0
182866.0,16309,2019-04-06,2019,2,33560.0
182893.0,16310,2024-07-11,2024,1,9594.0
182904.0,16311,2019-09-08,2019,1,279989.0
182915.0,16312,2019-02-12,2019,0,115244.0
182921.0,16313,2021-01-09,2021,2,63379.0
182927.0,16314,2023-03-10,2023,0,57909.0
182943.0,16315,2021-08-08,2021,2,192818.0
182946.0,16316,2022-07-29,2022,2,182386.0
182948.0,16317,2020-10-03,2020,2,36162.0
182997.0,16318,2025-02-05,2025,0,177563.0
183010.0,16319,2019-03-13,2019,3,74394.0
183012.0,16320,2022-01-23,2022,1,70522.0
183017.0,16321,2019-06-26,2019,2,228574.0
183018.0,16322,2019-04-14,2019,2,124192.0
183021.0,16323,2022-01-16,2022,1,81514.0
183055.0,16324,2020-08-26,2020,1,328323.0
183063.0,16325,2022-06-19,2022,2,56967.0
183104.0,16326,2018-10-02,2018,1,22544.0
183112.0,16327,2018-06-17,2018,5,61371.0
183118.0,16328,2020-04-26,2020,4,222788.0
183122.0,16329,2019-03-16,2019,2,36471.0
183131.0,16330,2022-08-15,2022,3,22888.0
183153.0,16331,2024-06-24,2024,1,2333.0
183154.0,16332,2018-11-03,2018,1,37150.0
183183.0,16333,2020-02-21,2020,3,95640.0
183192.0,16334,2022-03-24,2022,0,34161.0
183205.0,16336,2020-11-22,2020,1,80237.0
183205.0,16335,2020-09-20,2020,1,77527.0
183220.0,16337,2021-08-15,2021,1,152321.0
183237.0,16338,2025-07-19,2025,0,33897.0
183276.0,16339,2019-09-17,2019,4,1089360.0
183287.0,16340,2023-05-23,2023,1,11324.0
183292.0,16341,2020-09-11,2020,5,179906.0
183293.0,16342,2020-02-21,2020,5,151889.0
183342.0,16343,2024-08-06,2024,1,11367.0
183345.0,16344,2019-11-07,2019,6,33187.0
183350.0,16345,2023-02-04,2023,2,44599.0
183354.0,16346,2024-06-12,2024,1,203947.0
183357.0,16347,2025-01-05,2025,0,117612.0
183367.0,16348,2021-03-05,2021,1,41235.0
183374.0,16349,2023-03-15,2023,1,14138.0
183379.0,16350,2018-09-11,2018,1,159508.0
183386.0,16351,2022-08-27,2022,3,124081.0
183403.0,16352,2024-05-23,2024,0,317493.0
183413.0,16353,2021-08-06,2021,3,254731.0
183413.0,16354,2020-11-25,2020,3,101759.0
183415.0,16355,2021-01-07,2021,1,10583.0
183420.0,16356,2023-04-17,2023,1,504494.0
183459.0,16357,2019-01-06,2019,0,20693.0
183460.0,16358,2018-05-12,2018,6,69402.0
183460.0,16359,2018-06-11,2018,0,99266.0
183468.0,16360,2023-06-29,2023,2,41827.0
183506.0,16361,2019-09-27,2019,6,86320.0
183528.0,16362,2024-12-14,2024,0,35872.0
183540.0,16363,2023-02-02,2023,1,45164.0
183576.0,16364,2021-09-25,2021,3,68024.0
183588.0,16365,2021-11-21,2021,2,42474.0
183605.0,16366,2024-11-27,2024,1,43184.0
183612.0,16367,2025-05-15,2025,0,87026.0
183619.0,16368,2024-10-21,2024,1,502456.0
183623.0,16369,2024-11-07,2024,1,87127.0
183624.0,16370,2023-03-07,2023,2,13080.0
183636.0,16371,2020-06-15,2020,5,458138.0
183647.0,16372,2022-12-15,2022,3,116505.0
183661.0,16373,2025-03-01,2025,0,221371.0
183677.0,16374,2021-04-13,2021,0,330864.0
183710.0,16375,2019-07-06,2019,6,39500.0
183720.0,16376,2020-08-05,2020,5,212202.0
183739.0,16377,2025-04-09,2025,0,28554.0
183739.0,16378,2024-09-17,2024,0,31669.0
183744.0,16379,2025-07-13,2025,0,216536.0
183753.0,16380,2018-08-02,2018,5,78349.0
183769.0,16381,2024-09-02,2024,0,53720.0
183779.0,16382,2023-10-18,2023,0,78702.0
183802.0,16383,2019-12-16,2019,3,44802.0
183806.0,16384,2019-02-24,2019,4,62498.0
183822.0,16385,2019-06-29,2019,2,366864.0
183849.0,16386,2021-03-19,2021,1,552330.0
183917.0,16387,2023-02-01,2023,1,57939.0
183920.0,16388,2022-07-12,2022,3,99091.0
183923.0,16389,2022-05-29,2022,3,25194.0
183925.0,16390,2020-11-10,2020,0,22768.0
183932.0,16391,2019-03-03,2019,3,34906.0
183933.0,16392,2019-03-26,2019,2,264740.0
183942.0,16393,2022-12-11,2022,0,178977.0
183943.0,16394,2021-05-09,2021,0,16545.0
183954.0,16395,2019-05-05,2019,0,35085.0
183975.0,16396,2024-04-21,2024,1,278180.0
183990.0,16397,2022-04-30,2022,1,60438.0
184017.0,16398,2024-04-28,2024,1,64491.0
184055.0,16399,2021-10-22,2021,0,292124.0
184059.0,16400,2019-07-10,2019,1,57976.0
184062.0,16401,2022-03-31,2022,1,159209.0
184098.0,16402,2021-12-08,2021,0,425591.0
184129.0,16403,2021-09-03,2021,4,324427.0
184130.0,16404,2018-11-04,2018,5,110167.0
184133.0,16405,2022-10-04,2022,1,66975.0
184173.0,16406,2023-10-05,2023,2,15445.0
184199.0,16407,2019-08-05,2019,0,260753.0
184211.0,16408,2017-12-19,2018,4,13016.0
184217.0,16409,2023-03-13,2023,1,29721.0
184218.0,16410,2023-03-25,2023,1,158108.0
184232.0,16411,2023-11-20,2023,1,41631.0
184270.0,16412,2020-08-14,2020,3,118111.0
184284.0,16413,2022-07-16,2022,0,82477.0
184289.0,16414,2021-03-01,2021,3,5340.0
184298.0,16415,2023-11-11,2023,1,35878.0
184300.0,16416,2022-11-28,2022,1,16931.0
184309.0,16417,2022-01-19,2022,1,146854.0
184321.0,16418,2023-03-11,2023,2,30353.0
184332.0,16419,2020-09-15,2020,0,272113.0
184372.0,16420,2024-06-23,2024,0,66941.0
184381.0,16421,2021-06-02,2021,1,14292.0
184383.0,16422,2025-01-02,2025,0,39084.0
184386.0,16423,2025-04-08,2025,0,357030.0
184412.0,16424,2020-06-08,2020,4,21230.0
184430.0,16425,2020-03-28,2020,5,258936.0
184446.0,16426,2025-03-21,2025,0,44233.0
184446.0,16427,2024-12-15,2024,1,299610.0
184451.0,16428,2022-12-07,2022,3,87093.0
184452.0,16429,2019-03-05,2019,5,55171.0
184457.0,16430,2022-12-04,2022,3,51115.0
184479.0,16431,2024-07-23,2024,0,18594.0
184503.0,16432,2025-04-19,2025,0,28069.0
184513.0,16433,2023-02-11,2023,1,154310.0
184553.0,16434,2019-04-05,2019,5,84916.0
184572.0,16435,2024-10-30,2024,1,42278.0
184599.0,16436,2019-03-11,2019,4,34664.0
184601.0,16437,2019-06-24,2019,1,25440.0
184608.0,16438,2020-06-11,2020,1,105376.0
184614.0,16439,2024-03-10,2024,0,8309.0
184614.0,16440,2023-10-03,2023,2,86150.0
184619.0,16441,2023-07-11,2023,1,33601.0
184624.0,16442,2022-07-09,2022,2,88273.0
184625.0,16443,2022-12-27,2022,0,22621.0
184653.0,16444,2024-12-30,2024,0,33724.0
184702.0,16445,2023-12-05,2023,2,80817.0
184756.0,16446,2021-06-30,2021,2,23864.0
184767.0,16447,2021-10-21,2021,0,174633.0
184782.0,16449,2023-01-10,2023,1,7828.0
184782.0,16448,2022-10-08,2022,3,7376.0
184796.0,16450,2018-12-31,2018,3,24885.0
184807.0,16451,2023-11-10,2023,2,48680.0
184807.0,16452,2023-06-27,2023,0,44398.0
184808.0,16453,2024-06-10,2024,1,104095.0
184809.0,16454,2021-05-07,2021,4,10256.0
184818.0,16455,2018-11-07,2018,7,119820.0
184839.0,16456,2020-05-01,2020,5,48242.0
184846.0,16457,2022-10-20,2022,0,30247.0
184859.0,16458,2018-08-02,2018,1,29181.0
184863.0,16459,2021-02-19,2021,0,3477.0
184879.0,16460,2018-06-06,2018,6,6009.0
184883.0,16461,2023-12-17,2023,0,436948.0
184898.0,16462,2018-10-25,2018,4,58238.0
184918.0,16463,2019-03-08,2019,0,123111.0
184960.0,16464,2020-05-17,2020,4,61711.0
184964.0,16465,2019-05-21,2019,1,139492.0
184964.0,16466,2019-01-03,2019,3,237393.0
184969.0,16467,2022-11-22,2022,2,36449.0
184994.0,16468,2022-03-24,2022,3,44614.0
184995.0,16469,2022-06-16,2022,2,122400.0
185002.0,16470,2020-06-05,2020,2,221228.0
185025.0,16471,2024-04-12,2024,1,6154.0
185025.0,16472,2024-02-28,2024,0,8667.0
185035.0,16473,2019-05-24,2019,4,32985.0
185038.0,16474,2023-10-23,2023,0,79835.0
185043.0,16475,2020-01-26,2020,0,587497.0
185044.0,16476,2021-11-01,2021,0,761400.0
185065.0,16477,2023-08-28,2023,2,83701.0
185071.0,16478,2018-06-29,2018,7,30103.0
185078.0,16479,2023-04-28,2023,2,81890.0
185080.0,16480,2018-11-14,2018,5,28092.0
185092.0,16481,2021-11-22,2021,4,28546.0
185098.0,16482,2018-09-27,2018,0,161455.0
185099.0,16483,2019-07-01,2019,1,20454.0
185119.0,16484,2022-08-09,2022,1,172024.0
185121.0,16485,2021-05-19,2021,4,127036.0
185150.0,16486,2018-08-29,2018,4,165852.0
185152.0,16487,2024-08-30,2024,1,93017.0
