policy_id,claim_id,accident_date,claim_amount,vehicle_age,region,channel,sum_insured,predicted_severity
101393,9010.0,2019-10-10,71871.0,2,South,Broker,748200,96445.66300737047
101419,9011.0,2024-07-30,19295.0,12,North,Broker,374900,64921.556912829496
101433,9012.0,2022-12-04,60792.0,11,South,Agent,527800,78264.87757544249
101435,9013.0,2020-02-24,59535.0,9,East,Agent,816300,106548.64492731236
101435,9014.0,2020-05-18,95203.0,9,East,Agent,816300,106548.64492731236
101439,9015.0,2022-07-09,497240.0,11,North,Broker,1101800,142263.2693325489
101448,9016.0,2023-01-02,21510.0,10,North,Agent,609900,86297.40483749451
101506,9017.0,2023-01-05,26354.0,11,West,Agent,285500,59471.242826533475
101526,9018.0,2025-03-17,56651.0,0,South,Direct,549400,82094.90170827256
101528,9019.0,2025-04-07,54771.0,0,South,Agent,613800,86058.47265341593
101548,9020.0,2022-10-11,59698.0,5,South,Online,1291000,175796.62995574213
101549,9021.0,2023-03-15,31718.0,14,Central,Bancassurance,1017800,129507.60498174316
101551,9022.0,2024-08-03,2188.0,2,West,Online,599200,82294.64828686316
101555,9023.0,2023-05-13,115688.0,0,East,Agent,776000,102193.38715435464
101566,9024.0,2020-05-13,32283.0,4,Central,Agent,741200,98743.75398237792
101576,9025.0,2024-08-13,114840.0,5,South,Agent,817700,107131.65299177643
101578,9026.0,2019-12-22,27252.0,13,Central,Bancassurance,418700,67865.048212256
101593,9027.0,2021-09-23,197563.0,6,East,Agent,540600,79179.02712152792
101636,9028.0,2019-09-26,81750.0,6,North,Online,1382800,195802.4040150882
101639,9029.0,2019-04-01,329581.0,6,North,Broker,908000,115531.76071619318
101643,9030.0,2020-01-16,112301.0,0,West,Broker,1308000,174200.39264246516
101679,9031.0,2024-02-21,35734.0,3,East,Agent,615600,85902.85539065712
101684,9032.0,2022-12-14,93780.0,1,West,Agent,691500,92341.90419608224
101689,9033.0,2020-05-14,540005.0,10,South,Bancassurance,3009500,1110638.0339504674
101691,9034.0,2020-01-13,51612.0,1,West,Agent,778400,101419.03390182974
101705,9035.0,2021-04-02,70914.0,3,South,Direct,391400,69187.17752280606
101719,9036.0,2024-06-28,31784.0,10,South,Agent,465500,73191.04979896932
101730,9037.0,2021-10-20,746581.0,3,South,Agent,4252400,4360731.842232739
101731,9038.0,2021-04-17,49564.0,12,North,Agent,435300,71451.75200686546
101734,9039.0,2021-12-28,88164.0,12,South,Online,589200,82330.78673351406
101754,9040.0,2023-10-03,24731.0,0,West,Agent,1251700,169039.57850544862
101780,9041.0,2018-12-24,89708.0,1,Central,Direct,543600,81633.56728968439
101795,9042.0,2020-11-06,427425.0,11,East,Direct,1068400,142958.88525680095
101817,9043.0,2024-09-28,60935.0,12,North,Broker,891300,113336.50760238677
101836,9044.0,2020-10-15,34393.0,15,Central,Online,291600,59732.5450766053
101852,9045.0,2025-03-22,129479.0,11,North,Broker,1469200,211472.29537600893
101856,9046.0,2024-02-08,52943.0,1,North,Bancassurance,469900,72472.04902785276
101856,9047.0,2024-09-11,26841.0,1,North,Bancassurance,469900,72472.04902785276
101858,9048.0,2024-06-02,41194.0,10,South,Agent,655000,89795.82751723264
101865,9049.0,2021-08-22,48486.0,3,Central,Online,296400,60182.80438241543
101886,9050.0,2018-11-27,182353.0,13,South,Online,479700,73142.04465843928
101928,9051.0,2018-10-17,266463.0,5,North,Agent,799000,105932.74175883738
101931,9052.0,2020-09-25,157686.0,6,East,Broker,341000,61909.62898586124
101940,9053.0,2022-03-01,53235.0,11,East,Broker,790900,100497.67184657401
101949,9054.0,2021-11-19,65528.0,6,West,Broker,1087500,137157.1705770059
101953,9055.0,2023-04-28,71608.0,7,North,Agent,924100,121194.35076703802
101962,9056.0,2019-04-25,64438.0,11,South,Broker,419200,67508.24545127907
101981,9057.0,2023-12-27,56377.0,3,West,Broker,1023800,128121.56891104895
102001,9058.0,2024-10-31,56669.0,12,East,Bancassurance,930900,117493.02740640278
102012,9059.0,2023-04-29,8168.0,15,East,Broker,343100,61941.70057989716
102013,9060.0,2024-01-11,141655.0,4,Central,Agent,1011500,132181.30850798223
102013,9061.0,2024-03-07,571963.0,4,Central,Agent,1011500,132181.30850798223
102016,9062.0,2021-09-05,87831.0,0,North,Agent,1070800,142172.38436488627
102042,9063.0,2019-09-27,20302.0,14,South,Bancassurance,584400,81068.61225488773
102063,9064.0,2018-03-18,271988.0,14,East,Bancassurance,790700,100959.41025515817
102073,9065.0,2019-08-07,29648.0,14,East,Agent,594400,83781.01867769219
102074,9066.0,2023-12-03,158895.0,13,South,Agent,2224300,487937.85760026274
102087,9067.0,2024-03-21,7075.0,2,North,Online,466800,72933.18009904599
102090,9068.0,2021-01-01,32337.0,2,East,Broker,282400,58161.56686755244
102093,9069.0,2022-04-25,166430.0,7,South,Broker,1001800,126676.45356362188
102093,9070.0,2021-08-09,167000.0,7,South,Broker,1001800,126676.45356362188
102106,9071.0,2020-11-27,8686.0,15,South,Agent,265300,58914.762083852846
102122,9072.0,2019-02-28,10395.0,5,North,Online,195900,54416.4921543092
102161,9073.0,2022-06-24,37314.0,15,East,Online,852000,108912.75370631253
102168,9074.0,2018-10-31,36826.0,8,West,Agent,764800,99805.89456489957
102175,9075.0,2021-01-30,59343.0,4,South,Agent,330700,63357.474458979734
102185,9076.0,2020-12-14,494587.0,7,South,Online,1334300,184133.10847551137
102211,9077.0,2021-01-01,275255.0,9,West,Bancassurance,740600,94786.9352164275
102214,9078.0,2021-03-05,60522.0,12,North,Bancassurance,1645800,257193.52998794062
102224,9079.0,2024-06-01,191420.0,13,West,Broker,1064200,133570.29882955027
102230,9080.0,2023-05-30,92521.0,0,West,Broker,1353900,183044.84456911494
102263,9081.0,2023-11-15,59262.0,14,South,Online,701700,92920.20732428657
102266,9082.0,2023-04-18,14952.0,15,East,Direct,423200,71209.54639906679
102287,9083.0,2019-07-06,40263.0,2,East,Direct,1414200,207974.16079500475
102317,9084.0,2024-08-12,92278.0,3,South,Broker,1010800,128011.97878113735
102324,9085.0,2023-09-29,52487.0,5,South,Agent,390400,67559.81503038529
102345,9086.0,2023-05-14,7792.0,6,North,Agent,343900,64817.10877386162
102346,9087.0,2023-11-21,241376.0,3,West,Online,694100,91149.99012374852
102368,9088.0,2023-11-15,68244.0,7,South,Broker,1003100,126854.2628386654
102377,9089.0,2018-04-25,16251.0,13,West,Agent,1042300,134514.3859297429
102380,9090.0,2021-12-18,121533.0,3,Central,Online,550000,79123.83848286944
102398,9091.0,2019-06-12,237941.0,11,South,Online,567400,80432.45171024436
102399,9092.0,2022-01-25,81593.0,15,South,Agent,471900,73626.68240770648
102402,9093.0,2019-04-29,397852.0,12,East,Agent,1729100,285118.6672360005
102413,9094.0,2025-03-04,47438.0,10,West,Agent,446700,70782.9060005275
102418,9095.0,2023-06-11,11855.0,13,Central,Agent,189300,54341.87246564467
102451,9096.0,2022-02-16,252007.0,6,West,Online,1444600,204730.18020508176
102452,9097.0,2018-07-15,43636.0,12,Central,Agent,1018400,132962.31198405367
102460,9098.0,2019-07-16,67224.0,3,West,Broker,498000,72650.16146306029
102466,9099.0,2022-05-19,13177.0,0,South,Broker,170000,51702.496285364854
102507,9100.0,2019-02-12,77823.0,11,Central,Broker,515500,74961.28050780448
102510,9101.0,2018-12-13,14401.0,11,South,Agent,248800,57920.1592350826
102514,9102.0,2021-06-24,38556.0,0,South,Agent,951100,123836.79674697277
102519,9103.0,2019-12-27,138635.0,4,West,Agent,914100,117342.23644104041
102521,9104.0,2023-12-23,14164.0,10,Central,Online,297800,60191.89594912739
102543,9105.0,2024-02-14,42397.0,0,North,Broker,664000,88893.70926833752
102563,9106.0,2022-06-05,8430.0,6,West,Agent,262100,58044.85029044818
102572,9107.0,2023-02-22,81339.0,4,North,Agent,746000,100064.30526685787
102580,9108.0,2019-05-01,70038.0,12,North,Broker,685900,90807.35644255308
102590,9109.0,2020-08-28,253062.0,9,West,Online,1403200,195672.19671001929
102596,9110.0,2019-03-29,125808.0,12,South,Direct,1573900,247386.79442940306
102614,9111.0,2020-10-13,144448.0,6,North,Online,688500,92570.92562614351
102632,9112.0,2022-02-14,203727.0,13,South,Bancassurance,844300,107330.74444766057
102660,9113.0,2020-12-29,229606.0,15,West,Agent,983100,126141.90768670852
102680,9114.0,2021-05-19,43664.0,5,Central,Broker,1113700,143104.99753444616
102682,9115.0,2021-10-24,149746.0,14,North,Agent,1494100,223866.63938289095
102699,9116.0,2022-01-09,104533.0,8,Central,Broker,631500,85005.43744654609
102718,9117.0,2020-12-28,31822.0,6,South,Agent,511900,77008.38774451683
102721,9118.0,2024-09-21,29693.0,14,Central,Broker,619100,83778.01883603357
102760,9119.0,2024-02-02,27439.0,1,West,Agent,815500,105561.17890627135
102803,9120.0,2023-12-29,16761.0,11,North,Broker,590900,81976.45640519718
102804,9121.0,2023-02-13,5848.0,6,North,Broker,606300,83430.9504283731
102816,9122.0,2024-08-03,80095.0,8,East,Broker,1837300,310988.04288559326
102819,9123.0,2023-11-24,257681.0,10,East,Online,1328500,182299.111360414
102830,9124.0,2022-04-13,7295.0,11,West,Online,454800,70298.78050199474
102849,9125.0,2025-02-05,60338.0,0,Central,Agent,1093400,144505.74615459947
102858,9126.0,2018-05-16,10069.0,8,West,Online,454700,70332.1626897796
102868,9127.0,2023-01-06,221465.0,14,West,Agent,1214700,161983.0769952648
102890,9128.0,2023-02-04,31396.0,11,West,Bancassurance,367900,63377.56598792072
102894,9129.0,2023-12-19,55874.0,2,East,Agent,563600,81231.62917569223
102896,9130.0,2021-10-10,41505.0,10,West,Broker,619800,82740.98003331001
102913,9131.0,2023-09-23,213661.0,10,East,Bancassurance,1166100,151493.3683253376
102915,9132.0,2018-03-27,94628.0,6,West,Broker,883400,110047.17386150097
102922,9134.0,2023-05-16,446405.0,1,South,Agent,1084400,142964.6529319999
102924,9135.0,2018-11-21,234616.0,1,North,Direct,805600,109184.29732102703
102929,9136.0,2022-12-10,34320.0,14,North,Online,777400,101732.01818115382
102932,9137.0,2023-03-28,8323.0,15,North,Agent,370400,66580.67941683551
102937,9138.0,2022-03-03,196949.0,1,South,Online,702400,93225.49353252556
102941,9139.0,2020-03-13,87366.0,7,Central,Broker,755700,97214.30540748846
102998,9141.0,2020-03-18,452102.0,9,West,Online,1237300,163602.4152198707
103013,9142.0,2023-03-17,48510.0,9,Central,Agent,511100,76959.96924532144
103061,9143.0,2024-09-27,11747.0,3,North,Online,642700,88158.89408617467
103096,9144.0,2021-03-24,22101.0,11,Central,Agent,340800,64016.949795570814
103132,9145.0,2022-01-17,71824.0,5,South,Broker,796700,101567.87683620397
103150,9146.0,2025-03-25,25165.0,11,West,Agent,663800,89448.97356920876
103151,9147.0,2022-02-16,64201.0,3,North,Bancassurance,481100,73324.663284087
103159,9148.0,2019-12-23,71660.0,12,West,Agent,588800,82479.61328481801
103163,9149.0,2020-07-01,60081.0,6,West,Online,254300,56678.30215075074
103200,9150.0,2025-02-11,1495149.0,8,South,Broker,3970100,3115538.5614646836
103230,9151.0,2019-02-18,53743.0,14,South,Agent,737500,98079.3567649237
103244,9152.0,2021-08-18,42824.0,14,North,Agent,585800,84017.02169269335
103247,9153.0,2022-05-19,39007.0,3,South,Online,895200,114738.86038517093
103248,9154.0,2022-08-23,66800.0,2,Central,Agent,673900,91863.30938589446
103264,9155.0,2021-11-30,17992.0,14,West,Online,348600,62651.328240909745
103266,9156.0,2024-10-11,71153.0,2,West,Broker,446200,68714.4169524746
103278,9157.0,2022-01-25,116246.0,2,North,Agent,466100,74009.75762495029
103283,9158.0,2022-06-30,96438.0,11,North,Agent,711200,96245.79337036402
103285,9159.0,2022-08-31,28081.0,6,East,Bancassurance,387700,65460.453461583136
103286,9160.0,2022-06-19,46799.0,14,South,Agent,361200,65350.12851438991
103293,9161.0,2022-08-11,318960.0,6,South,Agent,354400,64973.28034868826
103304,9162.0,2021-11-12,20994.0,13,North,Broker,388300,65854.23546681115
103308,9163.0,2023-12-31,85549.0,8,West,Broker,589500,80110.79044527496
103329,9164.0,2020-10-07,157970.0,5,North,Agent,1453800,214715.91839583902
103348,9165.0,2020-01-18,79700.0,4,Central,Online,576400,81394.26942694213
103359,9166.0,2022-04-17,245051.0,12,East,Agent,729700,96987.29012963473
103366,9167.0,2023-12-08,150012.0,7,Central,Direct,1139000,155010.9441034412
103387,9169.0,2025-06-07,106049.0,9,South,Agent,787200,103582.97108716573
103392,9170.0,2018-12-11,39731.0,4,Central,Direct,1011100,135108.44227070062
103395,9171.0,2024-06-07,5415.0,1,East,Agent,501300,75965.4700860993
103395,9172.0,2024-08-25,40658.0,1,East,Agent,501300,75965.4700860993
103397,9173.0,2020-07-28,428172.0,3,South,Bancassurance,1672300,262761.52256215445
103398,9174.0,2018-12-07,44608.0,10,East,Online,822100,105557.61565290656
103406,9175.0,2019-02-20,90752.0,12,North,Broker,854600,108936.26984199532
103408,9176.0,2025-03-25,68113.0,13,East,Broker,716900,92749.48372719983
103410,9177.0,2019-01-29,185526.0,5,East,Bancassurance,912200,115302.79922766332
103414,9178.0,2022-11-22,37265.0,9,West,Agent,430400,69562.42061055671
103439,9179.0,2021-02-05,118476.0,1,South,Online,675100,90519.4965966749
103445,9180.0,2019-03-01,58639.0,13,East,Agent,493400,75145.36408987752
103466,9181.0,2023-04-12,23844.0,11,North,Agent,665800,91644.76898912451
103480,9182.0,2019-11-01,53786.0,1,South,Agent,820500,107539.31112368997
103483,9183.0,2021-06-24,69131.0,3,South,Online,1236600,165839.44467683957
103514,9184.0,2018-05-26,96556.0,13,North,Online,1409800,201316.59511351245
103520,9185.0,2018-09-04,9603.0,5,South,Agent,420700,69805.04138817631
103535,9186.0,2021-10-06,45163.0,15,South,Online,543600,78332.39965788918
103538,9187.0,2018-08-01,233507.0,2,Central,Broker,1080000,138075.39385779912
103542,9188.0,2018-10-15,695687.0,13,West,Broker,2170900,440859.94738485664
103549,9189.0,2024-02-18,311019.0,14,North,Agent,1059300,140037.89883776678
103551,9190.0,2020-09-29,20471.0,14,Central,Agent,763600,100963.08858234396
103555,9191.0,2023-07-07,72692.0,5,Central,Broker,1253800,166457.94825311805
103555,9192.0,2023-11-29,74333.0,5,Central,Broker,1253800,166457.94825311805
103560,9193.0,2024-02-19,86607.0,12,South,Broker,1458400,207125.3532780815
103568,9194.0,2022-12-21,35311.0,0,North,Agent,519400,78421.22606513136
103583,9195.0,2022-03-07,83669.0,2,Central,Direct,1263100,177392.9515221317
103590,9196.0,2022-04-09,40382.0,5,North,Agent,281500,60608.545524214256
103590,9197.0,2021-05-14,71164.0,5,North,Agent,281500,60608.545524214256
103597,9198.0,2019-06-18,116387.0,13,North,Bancassurance,410000,67778.15157465158
103599,9199.0,2018-11-18,23933.0,1,West,Agent,278200,59119.3648615509
103602,9200.0,2022-08-14,9951.0,3,South,Agent,221300,56314.24176268952
103632,9201.0,2025-02-19,257592.0,6,West,Direct,898900,117994.82122414048
103634,9202.0,2022-10-16,41095.0,14,West,Broker,969600,120585.9611645398
103639,9203.0,2020-05-01,195597.0,7,West,Agent,432300,69732.25411602238
103664,9204.0,2021-12-02,167680.0,8,East,Agent,582900,82844.35266322494
103681,9205.0,2024-06-30,4506.0,8,South,Agent,282700,60112.95196258851
103685,9206.0,2020-07-27,44376.0,7,West,Agent,704100,93496.8555164543
103705,9207.0,2023-01-16,275537.0,4,South,Agent,1255400,171832.3237582958
103724,9208.0,2023-02-19,121918.0,5,Central,Broker,1229800,162202.79357459754
103725,9209.0,2020-04-08,65319.0,5,West,Broker,761000,96451.1881348111
103726,9210.0,2020-04-25,226786.0,4,South,Agent,468200,73490.17046531566
103729,9212.0,2021-04-10,48829.0,11,North,Online,340100,63503.17307640051
103729,9211.0,2020-11-10,13511.0,11,North,Online,340100,63503.17307640051
103740,9213.0,2020-11-25,47422.0,2,West,Broker,331800,60735.26671995446
103780,9214.0,2023-01-18,363516.0,15,West,Broker,1717800,270279.3861760491
103790,9215.0,2022-11-12,699062.0,6,South,Online,2067700,406332.5291485297
103792,9216.0,2023-11-14,39497.0,15,North,Agent,742900,99517.33467364268
103797,9217.0,2021-03-21,16792.0,4,West,Online,438300,69152.27148099008
103798,9218.0,2024-12-01,44105.0,6,West,Broker,669200,87338.65332034658
103799,9219.0,2022-04-30,401662.0,1,South,Agent,623200,86918.86608482893
103801,9220.0,2024-01-02,390034.0,12,West,Direct,1348600,191462.0396159525
103805,9221.0,2022-06-20,386917.0,14,West,Agent,676100,90591.19797018872
103831,9222.0,2023-10-12,132002.0,14,North,Broker,1030000,131581.50231925756
103833,9223.0,2023-07-08,12985.0,4,East,Agent,893400,115903.91504044867
103856,9224.0,2020-04-17,232683.0,15,South,Direct,1801300,315995.7851865797
103879,9225.0,2025-01-27,50834.0,15,West,Agent,325100,62019.15864653509
103879,9226.0,2025-11-15,13068.0,15,West,Agent,325100,62019.15864653509
103924,9227.0,2021-08-30,115260.0,13,West,Agent,1082600,140492.45135411894
103932,9228.0,2025-05-02,714853.0,6,North,Online,1413200,202331.36708888563
103960,9229.0,2021-12-13,198338.0,9,East,Broker,1662100,257372.4337249132
103973,9230.0,2021-03-16,78748.0,13,North,Agent,1091300,144985.6019452369
103992,9231.0,2021-09-16,21383.0,0,South,Online,204400,54482.901832329524
104000,9232.0,2023-08-13,318314.0,13,South,Bancassurance,932600,118059.46577546289
104025,9233.0,2025-07-07,20710.0,6,South,Agent,528000,78357.82307156599
104028,9234.0,2019-04-06,40208.0,13,North,Agent,834100,109850.74790864575
104037,9235.0,2021-02-19,22346.0,1,West,Online,428900,68494.3463564496
104046,9236.0,2023-04-07,59571.0,4,West,Online,321100,60937.89804378606
104053,9237.0,2021-08-06,125689.0,6,West,Agent,1518000,225044.48063945954
104095,9238.0,2021-11-11,128096.0,10,South,Online,781700,101375.94494570707
104095,9239.0,2021-12-31,44505.0,10,South,Online,781700,101375.94494570707
104102,9240.0,2021-06-23,10459.0,10,North,Agent,952800,124933.21795773924
104104,9241.0,2023-01-09,1748340.0,7,North,Agent,1942600,363700.00797041156
104113,9242.0,2020-12-01,72315.0,3,East,Direct,1188300,162955.90594688818
104118,9243.0,2020-06-25,50864.0,6,South,Online,333500,62553.17752905151
104125,9244.0,2019-11-27,36018.0,12,South,Agent,804700,105495.92477268817
104126,9245.0,2024-09-10,162697.0,10,South,Broker,1331600,180710.95962855825
104150,9246.0,2023-08-19,99448.0,1,West,Broker,1541800,224141.14614715445
104163,9247.0,2024-04-21,302652.0,11,East,Online,1035000,132790.9439598978
104168,9248.0,2018-08-07,31480.0,13,South,Bancassurance,876700,111149.24624029075
104190,9249.0,2023-11-03,349480.0,11,West,Broker,508800,73387.58627108274
104202,9250.0,2022-01-26,15037.0,9,West,Agent,327300,62239.03532085789
104227,9251.0,2022-08-10,31560.0,8,South,Agent,581200,82955.03713991001
104236,9252.0,2019-07-03,7754.0,5,North,Broker,230200,55612.714404871396
104240,9253.0,2023-07-18,1045223.0,1,South,Broker,1641800,252988.53786275105
104246,9254.0,2021-03-06,59289.0,6,East,Agent,938300,121609.97316134688
104250,9255.0,2022-05-06,38312.0,11,Central,Broker,1117500,143525.59966058293
104274,9256.0,2018-09-05,19994.0,2,South,Agent,286100,60404.229380857985
104279,9257.0,2023-01-28,64640.0,12,Central,Agent,1049500,137499.7057532337
104350,9258.0,2023-12-22,18533.0,4,East,Agent,229800,56642.24608082269
104405,9259.0,2020-03-11,49904.0,5,North,Agent,625300,87828.56469797087
104409,9260.0,2020-04-20,12992.0,10,Central,Online,646400,87677.70797329817
104416,9261.0,2021-12-15,48366.0,9,West,Online,643800,86234.36490164312
104440,9262.0,2019-01-07,46321.0,15,West,Agent,924200,118374.81871930414
104474,9263.0,2019-07-19,218580.0,10,South,Broker,1571100,233998.06812646874
104477,9264.0,2019-10-20,106596.0,4,South,Online,511700,75843.98787843614
104480,9265.0,2023-04-05,132218.0,1,East,Agent,1170400,156369.1678793659
104518,9266.0,2022-05-21,71319.0,9,North,Broker,404100,67038.58703987174
104518,9267.0,2022-03-19,38787.0,9,North,Broker,404100,67038.58703987174
104531,9268.0,2025-01-07,21662.0,6,South,Broker,425600,68042.07397593232
104542,9269.0,2023-12-14,310008.0,8,West,Direct,995500,130906.20681350447
104566,9270.0,2020-05-21,131938.0,6,East,Agent,534500,78659.60299657847
104571,9271.0,2020-06-15,32705.0,6,West,Broker,821900,102981.8019970651
104596,9272.0,2024-03-13,106706.0,12,North,Agent,574400,83022.1597460466
104601,9273.0,2025-04-27,244114.0,15,North,Online,1287100,176284.71057643957
104601,9274.0,2025-01-10,113903.0,15,North,Online,1287100,176284.71057643957
104618,9275.0,2019-05-05,93054.0,14,East,Agent,435800,70603.61663815893
104626,9276.0,2023-03-29,131132.0,6,West,Agent,1040600,134450.54087657572
104679,9277.0,2020-02-19,213920.0,10,Central,Agent,654700,89840.12499278363
104691,9278.0,2023-12-15,196322.0,14,South,Agent,721600,96411.09077918889
104699,9280.0,2023-12-08,41841.0,9,South,Broker,787300,100464.86911954099
104703,9281.0,2024-06-09,187489.0,4,Central,Online,694900,92495.79283280745
104722,9282.0,2020-01-29,149393.0,15,South,Agent,657700,89970.39394444719
104728,9283.0,2020-01-09,82379.0,5,West,Direct,904200,118694.56434968543
104734,9284.0,2023-01-16,39858.0,5,North,Agent,1215000,165945.1169566409
104751,9285.0,2024-11-21,69688.0,5,West,Agent,892200,114579.74467619993
104767,9286.0,2023-10-24,24792.0,12,South,Bancassurance,231500,55418.57080348391
104769,9287.0,2020-12-04,158628.0,8,Central,Agent,654700,89875.02843850252
104770,9288.0,2021-08-11,43667.0,4,South,Agent,931100,121098.97950856206
104775,9289.0,2022-11-25,29995.0,15,East,Online,1624000,250513.85442213772
104776,9290.0,2024-11-07,84728.0,7,East,Agent,423800,69790.17238167266
104780,9291.0,2023-04-16,56248.0,15,North,Direct,779800,105898.4630320664
104785,9292.0,2019-10-21,43808.0,9,South,Broker,576400,80018.08870876969
104790,9293.0,2021-07-28,39956.0,12,South,Online,491800,74117.60996109816
104804,9294.0,2022-04-19,57772.0,8,East,Agent,848400,110325.0365710704
104817,9295.0,2018-04-20,236950.0,9,East,Agent,819300,106894.09302487405
104826,9296.0,2019-09-08,89745.0,6,South,Agent,1490900,221457.08638394065
104829,9297.0,2022-05-01,31478.0,15,West,Direct,452700,72781.01100039562
104844,9298.0,2022-07-19,64942.0,6,Central,Agent,429900,70545.32791103909
104860,9299.0,2023-06-26,14736.0,12,South,Agent,253500,58203.323307716746
104874,9300.0,2024-05-03,90961.0,3,East,Agent,633200,87549.73155889218
104915,9301.0,2020-07-07,109332.0,0,East,Agent,1502400,223773.16778024554
104926,9302.0,2024-12-31,33872.0,11,West,Direct,942100,123504.95646026754
104926,9303.0,2024-06-01,89466.0,11,West,Direct,942100,123504.95646026754
104928,9304.0,2020-05-18,96334.0,0,Central,Online,989000,127137.09035720193
104928,9305.0,2020-03-11,219282.0,0,Central,Online,989000,127137.09035720193
104941,9306.0,2019-01-18,44672.0,5,North,Broker,691000,91432.64398638373
104947,9307.0,2020-06-15,237920.0,4,East,Agent,1030900,134440.30947658478
104968,9308.0,2021-12-24,26713.0,1,North,Agent,567200,82555.87371182916
104974,9309.0,2022-10-31,277985.0,9,South,Direct,775500,104593.7452795083
105014,9310.0,2021-11-28,171983.0,4,West,Agent,375800,65646.45780763098
105028,9311.0,2023-05-30,12198.0,5,South,Direct,439500,72844.40411663515
105033,9312.0,2022-02-16,113243.0,11,Central,Broker,690300,90520.48562400635
105077,9313.0,2023-03-15,110467.0,8,West,Direct,405400,69253.87998120389
105103,9314.0,2023-10-08,212972.0,4,North,Agent,1005800,132440.06386021597
105108,9315.0,2024-06-14,201226.0,6,East,Agent,2040900,399612.1758872383
105111,9316.0,2021-07-11,156701.0,10,South,Online,952900,121943.27729836629
105111,9317.0,2020-10-20,87734.0,10,South,Online,952900,121943.27729836629
105121,9318.0,2023-02-01,75045.0,11,East,Direct,577300,84156.1057143304
105135,9319.0,2024-03-19,22832.0,7,East,Agent,488100,74803.98517907015
105135,9320.0,2024-06-13,9487.0,7,East,Agent,488100,74803.98517907015
105144,9322.0,2025-03-13,155942.0,6,West,Agent,451400,71198.05958846169
105144,9321.0,2024-10-28,101067.0,6,West,Agent,451400,71198.05958846169
105158,9324.0,2019-05-07,160383.0,12,West,Agent,1119600,146243.05144291042
105204,9325.0,2018-08-15,384944.0,7,North,Online,1047000,136263.79665518948
105204,9326.0,2018-08-19,58279.0,7,North,Online,1047000,136263.79665518948
105210,9327.0,2023-08-30,12476.0,11,Central,Online,306400,60741.22796432307
105220,9328.0,2022-05-05,41708.0,9,West,Agent,530500,77496.25994248812
105243,9329.0,2022-02-17,194710.0,0,South,Agent,812500,106635.75813630415
105247,9330.0,2024-08-22,90458.0,0,West,Agent,1618800,251193.56979465144
105250,9331.0,2023-06-09,55851.0,1,South,Bancassurance,490200,73418.90123253861
105254,9332.0,2021-03-18,6714.0,12,West,Broker,433100,67618.54853554763
105263,9333.0,2024-04-13,60307.0,8,West,Online,748300,96545.62048681
105269,9334.0,2020-06-25,19665.0,13,North,Agent,654900,90538.09136364998
105269,9335.0,2020-12-31,66025.0,13,North,Agent,654900,90538.09136364998
105281,9336.0,2023-04-04,33501.0,15,South,Agent,669200,91093.71835016912
105288,9337.0,2023-12-13,14554.0,6,Central,Broker,331400,61516.4047949803
105321,9338.0,2022-02-04,145555.0,7,North,Online,1103700,144860.39020820108
105321,9339.0,2022-01-07,252642.0,7,North,Online,1103700,144860.39020820108
105327,9340.0,2019-07-30,69556.0,14,West,Agent,586600,82252.10482885332
105346,9341.0,2021-09-11,92499.0,11,South,Agent,597700,84395.9273885173
105351,9342.0,2018-07-12,43976.0,8,West,Agent,184400,53356.26305608156
105353,9343.0,2022-05-05,85044.0,7,North,Broker,1220500,161827.39378381454
105360,9344.0,2024-03-02,137564.0,11,North,Agent,976500,128144.2754183875
105373,9345.0,2021-04-23,148959.0,12,South,Bancassurance,263900,57390.1951786535
105378,9346.0,2021-06-05,10033.0,7,West,Direct,255400,58916.86900927879
105441,9347.0,2022-08-28,31113.0,7,East,Agent,997800,129648.07384036799
105449,9348.0,2023-04-19,94850.0,7,East,Agent,1371800,194097.28934660644
105470,9349.0,2018-09-09,47284.0,14,South,Online,532700,77431.58070055637
105472,9350.0,2021-09-04,26670.0,5,West,Agent,331000,62536.56600170192
105510,9351.0,2021-03-23,283689.0,3,East,Bancassurance,926500,117141.1301145704
105519,9352.0,2019-12-26,101379.0,1,South,Broker,975600,123289.15227230662
105540,9353.0,2025-10-12,11410.0,10,South,Online,599100,83247.2736781627
105540,9354.0,2025-07-08,29161.0,10,South,Online,599100,83247.2736781627
105564,9355.0,2022-07-25,373005.0,10,South,Broker,2721500,809618.6213187382
105577,9356.0,2024-01-21,147716.0,12,North,Broker,457300,70957.92476501704
105591,9357.0,2022-02-09,63651.0,14,East,Agent,942100,121920.03223807784
105594,9358.0,2024-09-23,269203.0,15,East,Agent,907500,117429.5616117135
105623,9359.0,2023-04-14,84187.0,14,North,Online,1196100,159829.56712164878
105623,9360.0,2022-11-15,111568.0,14,North,Online,1196100,159829.56712164878
105629,9361.0,2020-10-13,32972.0,7,Central,Online,466700,72266.37144022452
105635,9362.0,2023-07-18,56052.0,5,East,Online,527400,76880.68565357265
105641,9363.0,2018-06-16,405447.0,13,North,Agent,750400,100364.9029988249
105641,9364.0,2018-04-25,202626.0,13,North,Agent,750400,100364.9029988249
105647,9365.0,2020-08-31,669809.0,15,South,Online,1075100,138994.64532692527
105660,9366.0,2022-11-28,139096.0,3,West,Agent,1003300,129222.19468110523
105691,9368.0,2024-09-09,21752.0,10,South,Broker,700000,91415.91195156709
105693,9369.0,2025-09-05,47851.0,6,North,Broker,761400,98629.26744429753
